year,characteristics,item,subcategory,expense
2016,Four people in consumer unit,Personal care products and services,Personal care products and services,787
2016,Five or more people in consumer unit,Personal care products and services,Personal care products and services,802
2017,One person consumer unit,Personal care products and services,Personal care products and services,448
2017,Two people in consumer unit,Personal care products and services,Personal care products and services,729
2017,Three people in consumer unit,Personal care products and services,Personal care products and services,787
2017,Four people in consumer unit,Personal care products and services,Personal care products and services,941
2017,Five or more people in consumer unit,Personal care products and services,Personal care products and services,798
2006,One person consumer unit,Reading,Reading,66
2006,Two people in consumer unit,Reading,Reading,105
2006,Three people in consumer unit,Reading,Reading,81
2006,Four people in consumer unit,Reading,Reading,92
2006,Five or more people in consumer unit,Reading,Reading,70
2007,One person consumer unit,Reading,Reading,73
2007,Two people in consumer unit,Reading,Reading,106
2007,Three people in consumer unit,Reading,Reading,86
2007,Four people in consumer unit,Reading,Reading,99
2007,Five or more people in consumer unit,Reading,Reading,71
2008,One person consumer unit,Reading,Reading,66
2008,Two people in consumer unit,Reading,Reading,108
2008,Three people in consumer unit,Reading,Reading,92
2008,Four people in consumer unit,Reading,Reading,86
2008,Five or more people in consumer unit,Reading,Reading,74
2009,One person consumer unit,Reading,Reading,67
2009,Two people in consumer unit,Reading,Reading,105
2009,Three people in consumer unit,Reading,Reading,87
2009,Four people in consumer unit,Reading,Reading,77
2009,Five or more people in consumer unit,Reading,Reading,73
2010,One person consumer unit,Reading,Reading,65
2010,Two people in consumer unit,Reading,Reading,102
2010,Three people in consumer unit,Reading,Reading,80
2010,Four people in consumer unit,Reading,Reading,78
2010,Five or more people in consumer unit,Reading,Reading,54
2011,One person consumer unit,Reading,Reading,69
2011,Two people in consumer unit,Reading,Reading,112
2011,Three people in consumer unit,Reading,Reading,90
2011,Four people in consumer unit,Reading,Reading,86
2011,Five or more people in consumer unit,Reading,Reading,70
2012,One person consumer unit,Reading,Reading,62
2012,Two people in consumer unit,Reading,Reading,105
2012,Three people in consumer unit,Reading,Reading,82
2012,Four people in consumer unit,Reading,Reading,81
2012,Five or more people in consumer unit,Reading,Reading,71
2013,One person consumer unit,Reading,Reading,57
2013,Two people in consumer unit,Reading,Reading,105
2013,Three people in consumer unit,Reading,Reading,64
2013,Four people in consumer unit,Reading,Reading,78
2013,Five or more people in consumer unit,Reading,Reading,88
2014,One person consumer unit,Reading,Reading,57
2014,Two people in consumer unit,Reading,Reading,111
2014,Three people in consumer unit,Reading,Reading,80
2014,Four people in consumer unit,Reading,Reading,76
2014,Five or more people in consumer unit,Reading,Reading,75
2015,One person consumer unit,Reading,Reading,62
2015,Two people in consumer unit,Reading,Reading,118
2015,Three people in consumer unit,Reading,Reading,79
2015,Four people in consumer unit,Reading,Reading,97
2015,Five or more people in consumer unit,Reading,Reading,73
2016,One person consumer unit,Reading,Reading,85
2016,Two people in consumer unit,Reading,Reading,114
2016,Three people in consumer unit,Reading,Reading,72
2016,Four people in consumer unit,Reading,Reading,94
2016,Five or more people in consumer unit,Reading,Reading,104
2017,One person consumer unit,Reading,Reading,71
2017,Two people in consumer unit,Reading,Reading,113
2017,Three people in consumer unit,Reading,Reading,113
2017,Four people in consumer unit,Reading,Reading,118
2017,Five or more people in consumer unit,Reading,Reading,77
2006,One person consumer unit,Vehicle insurance,Transportation,501
2006,Two people in consumer unit,Vehicle insurance,Transportation,925
2006,Three people in consumer unit,Vehicle insurance,Transportation,1075
2006,Four people in consumer unit,Vehicle insurance,Transportation,1136
2006,Five or more people in consumer unit,Vehicle insurance,Transportation,1165
2006,One person consumer unit,Vehicle maintenance and repairs,Transportation,396
2006,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,699
2006,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,760
2006,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,856
2006,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,805
2006,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1257
2006,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2394
2006,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2864
2006,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3328
2006,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3441
2006,One person consumer unit,Public and other transportation,Transportation,227
2006,Two people in consumer unit,Public and other transportation,Transportation,377
2006,Three people in consumer unit,Public and other transportation,Transportation,330
2006,Four people in consumer unit,Public and other transportation,Transportation,325
2006,Five or more people in consumer unit,Public and other transportation,Transportation,349
2006,One person consumer unit,Transportation,Transportation,4427
2006,Two people in consumer unit,Transportation,Transportation,8794
2006,Three people in consumer unit,Transportation,Transportation,10457
2006,Four people in consumer unit,Transportation,Transportation,11821
2006,Five or more people in consumer unit,Transportation,Transportation,12223
2006,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,795
2006,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1529
2006,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2519
2006,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2583
2006,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2660
2006,One person consumer unit,Vehicle finance charges,Transportation,133
2006,Two people in consumer unit,Vehicle finance charges,Transportation,340
2006,Three people in consumer unit,Vehicle finance charges,Transportation,448
2006,Four people in consumer unit,Vehicle finance charges,Transportation,516
2006,Five or more people in consumer unit,Vehicle finance charges,Transportation,533
2006,One person consumer unit,Other vehicle expenses,Transportation,1227
2006,Two people in consumer unit,Other vehicle expenses,Transportation,2345
2006,Three people in consumer unit,Other vehicle expenses,Transportation,2606
2006,Four people in consumer unit,Other vehicle expenses,Transportation,2916
2006,Five or more people in consumer unit,Other vehicle expenses,Transportation,2866
2007,One person consumer unit,Vehicle insurance,Transportation,604
2007,Two people in consumer unit,Vehicle insurance,Transportation,1095
2007,Three people in consumer unit,Vehicle insurance,Transportation,1420
2007,Four people in consumer unit,Vehicle insurance,Transportation,1177
2007,Five or more people in consumer unit,Vehicle insurance,Transportation,1422
2007,One person consumer unit,Vehicle maintenance and repairs,Transportation,440
2007,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,743
2007,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,792
2007,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,863
2007,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,865
2007,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1350
2007,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2594
2007,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2966
2007,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3559
2007,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3735
2007,One person consumer unit,Public and other transportation,Transportation,222
2007,Two people in consumer unit,Public and other transportation,Transportation,494
2007,Three people in consumer unit,Public and other transportation,Transportation,373
2007,Four people in consumer unit,Public and other transportation,Transportation,427
2007,Five or more people in consumer unit,Public and other transportation,Transportation,310
2007,One person consumer unit,Transportation,Transportation,4398
2007,Two people in consumer unit,Transportation,Transportation,8985
2007,Three people in consumer unit,Transportation,Transportation,10464
2007,Four people in consumer unit,Transportation,Transportation,11292
2007,Five or more people in consumer unit,Transportation,Transportation,12356
2007,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,696
2007,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1349
2007,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2309
2007,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2327
2007,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3046
2007,One person consumer unit,Vehicle finance charges,Transportation,137
2007,Two people in consumer unit,Vehicle finance charges,Transportation,362
2007,Three people in consumer unit,Vehicle finance charges,Transportation,429
2007,Four people in consumer unit,Vehicle finance charges,Transportation,525
2007,Five or more people in consumer unit,Vehicle finance charges,Transportation,514
2007,One person consumer unit,Other vehicle expenses,Transportation,1340
2007,Two people in consumer unit,Other vehicle expenses,Transportation,2514
2007,Three people in consumer unit,Other vehicle expenses,Transportation,3055
2007,Four people in consumer unit,Other vehicle expenses,Transportation,3054
2007,Five or more people in consumer unit,Other vehicle expenses,Transportation,3103
2008,One person consumer unit,Vehicle insurance,Transportation,743
2008,Two people in consumer unit,Vehicle insurance,Transportation,1276
2008,Three people in consumer unit,Vehicle insurance,Transportation,1367
2008,Four people in consumer unit,Vehicle insurance,Transportation,1632
2008,Five or more people in consumer unit,Vehicle insurance,Transportation,1266
2008,One person consumer unit,Vehicle maintenance and repairs,Transportation,394
2008,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,715
2008,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,726
2008,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,842
2008,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,806
2008,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1497
2008,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3017
2008,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3548
2008,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,4116
2008,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,4389
2008,One person consumer unit,Public and other transportation,Transportation,203
2008,Two people in consumer unit,Public and other transportation,Transportation,400
2008,Three people in consumer unit,Public and other transportation,Transportation,366
2008,Four people in consumer unit,Public and other transportation,Transportation,363
2008,Five or more people in consumer unit,Public and other transportation,Transportation,383
2008,One person consumer unit,Transportation,Transportation,4376
2008,Two people in consumer unit,Transportation,Transportation,9094
2008,Three people in consumer unit,Transportation,Transportation,10605
2008,Four people in consumer unit,Transportation,Transportation,11352
2008,Five or more people in consumer unit,Transportation,Transportation,11437
2008,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,581
2008,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1216
2008,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1756
2008,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1685
2008,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2127
2008,One person consumer unit,Vehicle finance charges,Transportation,141
2008,Two people in consumer unit,Vehicle finance charges,Transportation,366
2008,Three people in consumer unit,Vehicle finance charges,Transportation,471
2008,Four people in consumer unit,Vehicle finance charges,Transportation,570
2008,Five or more people in consumer unit,Vehicle finance charges,Transportation,574
2008,One person consumer unit,Other vehicle expenses,Transportation,1446
2008,Two people in consumer unit,Other vehicle expenses,Transportation,2685
2008,Three people in consumer unit,Other vehicle expenses,Transportation,2907
2008,Four people in consumer unit,Other vehicle expenses,Transportation,3426
2008,Five or more people in consumer unit,Other vehicle expenses,Transportation,2991
2009,One person consumer unit,Vehicle insurance,Transportation,600
2009,Two people in consumer unit,Vehicle insurance,Transportation,1112
2009,Three people in consumer unit,Vehicle insurance,Transportation,1362
2009,Four people in consumer unit,Vehicle insurance,Transportation,1545
2009,Five or more people in consumer unit,Vehicle insurance,Transportation,1445
2009,One person consumer unit,Vehicle maintenance and repairs,Transportation,414
2009,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,716
2009,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,753
2009,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,770
2009,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,755
2009,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1082
2009,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2110
2009,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2616
2009,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2924
2009,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3139
2009,One person consumer unit,Public and other transportation,Transportation,199
2009,Two people in consumer unit,Public and other transportation,Transportation,366
2009,Three people in consumer unit,Public and other transportation,Transportation,367
2009,Four people in consumer unit,Public and other transportation,Transportation,372
2009,Five or more people in consumer unit,Public and other transportation,Transportation,317
2009,One person consumer unit,Transportation,Transportation,4041
2009,Two people in consumer unit,Transportation,Transportation,8026
2009,Three people in consumer unit,Transportation,Transportation,8479
2009,Four people in consumer unit,Transportation,Transportation,10346
2009,Five or more people in consumer unit,Transportation,Transportation,9389
2009,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,563
2009,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1239
2009,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1299
2009,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2141
2009,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1588
2009,One person consumer unit,Vehicle finance charges,Transportation,130
2009,Two people in consumer unit,Vehicle finance charges,Transportation,361
2009,Three people in consumer unit,Vehicle finance charges,Transportation,426
2009,Four people in consumer unit,Vehicle finance charges,Transportation,526
2009,Five or more people in consumer unit,Vehicle finance charges,Transportation,452
2009,One person consumer unit,Other vehicle expenses,Transportation,1325
2009,Two people in consumer unit,Other vehicle expenses,Transportation,2537
2009,Three people in consumer unit,Other vehicle expenses,Transportation,2885
2009,Four people in consumer unit,Other vehicle expenses,Transportation,3154
2009,Five or more people in consumer unit,Other vehicle expenses,Transportation,2995
2010,One person consumer unit,Vehicle insurance,Transportation,684
2010,Two people in consumer unit,Vehicle insurance,Transportation,1112
2010,Three people in consumer unit,Vehicle insurance,Transportation,1252
2010,Four people in consumer unit,Vehicle insurance,Transportation,1191
2010,Five or more people in consumer unit,Vehicle insurance,Transportation,1241
2010,One person consumer unit,Vehicle maintenance and repairs,Transportation,442
2010,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,779
2010,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,894
2010,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,898
2010,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,854
2010,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1217
2010,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2290
2010,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2618
2010,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3059
2010,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3257
2010,One person consumer unit,Public and other transportation,Transportation,210
2010,Two people in consumer unit,Public and other transportation,Transportation,391
2010,Three people in consumer unit,Public and other transportation,Transportation,348
2010,Four people in consumer unit,Public and other transportation,Transportation,425
2010,Five or more people in consumer unit,Public and other transportation,Transportation,303
2010,One person consumer unit,Transportation,Transportation,3966
2010,Two people in consumer unit,Transportation,Transportation,8343
2010,Three people in consumer unit,Transportation,Transportation,9415
2010,Four people in consumer unit,Transportation,Transportation,9785
2010,Five or more people in consumer unit,Transportation,Transportation,10018
2010,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,521
2010,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1342
2010,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1914
2010,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1798
2010,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2139
2010,One person consumer unit,Vehicle finance charges,Transportation,114
2010,Two people in consumer unit,Vehicle finance charges,Transportation,307
2010,Three people in consumer unit,Vehicle finance charges,Transportation,346
2010,Four people in consumer unit,Vehicle finance charges,Transportation,401
2010,Five or more people in consumer unit,Vehicle finance charges,Transportation,375
2010,One person consumer unit,Other vehicle expenses,Transportation,1405
2010,Two people in consumer unit,Other vehicle expenses,Transportation,2531
2010,Three people in consumer unit,Other vehicle expenses,Transportation,2805
2010,Four people in consumer unit,Other vehicle expenses,Transportation,2882
2010,Five or more people in consumer unit,Other vehicle expenses,Transportation,2766
2011,One person consumer unit,Vehicle insurance,Transportation,641
2011,Two people in consumer unit,Vehicle insurance,Transportation,1195
2011,Three people in consumer unit,Vehicle insurance,Transportation,1366
2011,Four people in consumer unit,Vehicle insurance,Transportation,1248
2011,Five or more people in consumer unit,Vehicle insurance,Transportation,1484
2011,One person consumer unit,Vehicle maintenance and repairs,Transportation,447
2011,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,793
2011,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,841
2011,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,888
2011,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,865
2011,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1472
2011,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2850
2011,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3425
2011,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3867
2011,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,4078
2011,One person consumer unit,Public and other transportation,Transportation,205
2011,Two people in consumer unit,Public and other transportation,Transportation,397
2011,Three people in consumer unit,Public and other transportation,Transportation,367
2011,Four people in consumer unit,Public and other transportation,Transportation,451
2011,Five or more people in consumer unit,Public and other transportation,Transportation,311
2011,One person consumer unit,Transportation,Transportation,4352
2011,Two people in consumer unit,Transportation,Transportation,8607
2011,Three people in consumer unit,Transportation,Transportation,10285
2011,Four people in consumer unit,Transportation,Transportation,11641
2011,Five or more people in consumer unit,Transportation,Transportation,11003
2011,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,659
2011,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1223
2011,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1860
2011,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2433
2011,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2074
2011,One person consumer unit,Vehicle finance charges,Transportation,113
2011,Two people in consumer unit,Vehicle finance charges,Transportation,258
2011,Three people in consumer unit,Vehicle finance charges,Transportation,375
2011,Four people in consumer unit,Vehicle finance charges,Transportation,411
2011,Five or more people in consumer unit,Vehicle finance charges,Transportation,386
2011,One person consumer unit,Other vehicle expenses,Transportation,1387
2011,Two people in consumer unit,Other vehicle expenses,Transportation,2619
2011,Three people in consumer unit,Other vehicle expenses,Transportation,2954
2011,Four people in consumer unit,Other vehicle expenses,Transportation,2994
2011,Five or more people in consumer unit,Other vehicle expenses,Transportation,3e3
2012,One person consumer unit,Vehicle insurance,Transportation,660
2012,Two people in consumer unit,Vehicle insurance,Transportation,1373
2012,Three people in consumer unit,Vehicle insurance,Transportation,1268
2012,Four people in consumer unit,Vehicle insurance,Transportation,1292
2012,Five or more people in consumer unit,Vehicle insurance,Transportation,1144
2012,One person consumer unit,Vehicle maintenance and repairs,Transportation,469
2012,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,764
2012,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,923
2012,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,863
2012,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,902
2012,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1475
2012,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2917
2012,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3565
2012,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3982
2012,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,4275
2012,One person consumer unit,Public and other transportation,Transportation,226
2012,Two people in consumer unit,Public and other transportation,Transportation,448
2012,Three people in consumer unit,Public and other transportation,Transportation,402
2012,Four people in consumer unit,Public and other transportation,Transportation,503
2012,Five or more people in consumer unit,Public and other transportation,Transportation,326
2012,One person consumer unit,Transportation,Transportation,4641
2012,Two people in consumer unit,Transportation,Transportation,10147
2012,Three people in consumer unit,Transportation,Transportation,10901
2012,Four people in consumer unit,Transportation,Transportation,12110
2012,Five or more people in consumer unit,Transportation,Transportation,12023
2012,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,782
2012,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1591
2012,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2017
2012,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2469
2012,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2916
2012,One person consumer unit,Vehicle finance charges,Transportation,101
2012,Two people in consumer unit,Vehicle finance charges,Transportation,244
2012,Three people in consumer unit,Vehicle finance charges,Transportation,342
2012,Four people in consumer unit,Vehicle finance charges,Transportation,385
2012,Five or more people in consumer unit,Vehicle finance charges,Transportation,356
2012,One person consumer unit,Other vehicle expenses,Transportation,1439
2012,Two people in consumer unit,Other vehicle expenses,Transportation,2741
2012,Three people in consumer unit,Other vehicle expenses,Transportation,2948
2012,Four people in consumer unit,Other vehicle expenses,Transportation,3004
2012,Five or more people in consumer unit,Other vehicle expenses,Transportation,2801
2013,One person consumer unit,Vehicle insurance,Transportation,770
2013,Two people in consumer unit,Vehicle insurance,Transportation,1079
2013,Three people in consumer unit,Vehicle insurance,Transportation,1233
2013,Four people in consumer unit,Vehicle insurance,Transportation,1231
2013,Five or more people in consumer unit,Vehicle insurance,Transportation,1233
2013,One person consumer unit,Vehicle maintenance and repairs,Transportation,481
2013,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,834
2013,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,855
2013,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,992
2013,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,917
2013,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1433
2013,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2804
2013,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3282
2013,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3832
2013,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,4116
2013,One person consumer unit,Public and other transportation,Transportation,191
2013,Two people in consumer unit,Public and other transportation,Transportation,426
2013,Three people in consumer unit,Public and other transportation,Transportation,340
2013,Four people in consumer unit,Public and other transportation,Transportation,382
2013,Five or more people in consumer unit,Public and other transportation,Transportation,360
2013,One person consumer unit,Transportation,Transportation,4770
2013,Two people in consumer unit,Transportation,Transportation,9142
2013,Three people in consumer unit,Transportation,Transportation,10750
2013,Four people in consumer unit,Transportation,Transportation,12068
2013,Five or more people in consumer unit,Transportation,Transportation,11356
2013,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,815
2013,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1496
2013,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2044
2013,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2799
2013,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2125
2013,One person consumer unit,Vehicle finance charges,Transportation,95
2013,Two people in consumer unit,Vehicle finance charges,Transportation,232
2013,Three people in consumer unit,Vehicle finance charges,Transportation,298
2013,Four people in consumer unit,Vehicle finance charges,Transportation,355
2013,Five or more people in consumer unit,Vehicle finance charges,Transportation,312
2013,One person consumer unit,Other vehicle expenses,Transportation,1553
2013,Two people in consumer unit,Other vehicle expenses,Transportation,2541
2013,Three people in consumer unit,Other vehicle expenses,Transportation,2858
2013,Four people in consumer unit,Other vehicle expenses,Transportation,2981
2013,Five or more people in consumer unit,Other vehicle expenses,Transportation,2973
2014,One person consumer unit,Vehicle insurance,Transportation,606
2014,Two people in consumer unit,Vehicle insurance,Transportation,1185
2014,Three people in consumer unit,Vehicle insurance,Transportation,1398
2014,Four people in consumer unit,Vehicle insurance,Transportation,1389
2014,Five or more people in consumer unit,Vehicle insurance,Transportation,1439
2014,One person consumer unit,Vehicle maintenance and repairs,Transportation,477
2014,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,866
2014,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,898
2014,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,904
2014,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,1012
2014,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1345
2014,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2640
2014,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3110
2014,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3523
2014,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3833
2014,One person consumer unit,Public and other transportation,Transportation,240
2014,Two people in consumer unit,Public and other transportation,Transportation,527
2014,Three people in consumer unit,Public and other transportation,Transportation,439
2014,Four people in consumer unit,Public and other transportation,Transportation,505
2014,Five or more people in consumer unit,Public and other transportation,Transportation,406
2014,One person consumer unit,Transportation,Transportation,4601
2014,Two people in consumer unit,Transportation,Transportation,10058
2014,Three people in consumer unit,Transportation,Transportation,10510
2014,Four people in consumer unit,Transportation,Transportation,12586
2014,Five or more people in consumer unit,Transportation,Transportation,12243
2014,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,841
2014,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1616
2014,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1946
2014,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2859
2014,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2923
2014,One person consumer unit,Vehicle finance charges,Transportation,93
2014,Two people in consumer unit,Vehicle finance charges,Transportation,221
2014,Three people in consumer unit,Vehicle finance charges,Transportation,308
2014,Four people in consumer unit,Vehicle finance charges,Transportation,371
2014,Five or more people in consumer unit,Vehicle finance charges,Transportation,356
2014,One person consumer unit,Other vehicle expenses,Transportation,1393
2014,Two people in consumer unit,Other vehicle expenses,Transportation,2762
2014,Three people in consumer unit,Other vehicle expenses,Transportation,3087
2014,Four people in consumer unit,Other vehicle expenses,Transportation,3244
2014,Five or more people in consumer unit,Other vehicle expenses,Transportation,3189
2015,One person consumer unit,Vehicle insurance,Transportation,596
2015,Two people in consumer unit,Vehicle insurance,Transportation,984
2015,Three people in consumer unit,Vehicle insurance,Transportation,1305
2015,Four people in consumer unit,Vehicle insurance,Transportation,1268
2015,Five or more people in consumer unit,Vehicle insurance,Transportation,1138
2015,One person consumer unit,Vehicle maintenance and repairs,Transportation,492
2015,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,875
2015,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,894
2015,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,1045
2015,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,1053
2015,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1102
2015,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2118
2015,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2630
2015,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3091
2015,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3170
2015,One person consumer unit,Public and other transportation,Transportation,269
2015,Two people in consumer unit,Public and other transportation,Transportation,556
2015,Three people in consumer unit,Public and other transportation,Transportation,511
2015,Four people in consumer unit,Public and other transportation,Transportation,504
2015,Five or more people in consumer unit,Public and other transportation,Transportation,489
2015,One person consumer unit,Transportation,Transportation,5010
2015,Two people in consumer unit,Transportation,Transportation,9766
2015,Three people in consumer unit,Transportation,Transportation,12338
