geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,225633342,31848.51,16249.24,0.01
Guilford ,HD01_VD04,2013,Estimate; Male: - 18 to 24 years: - Less than 9th grade,377,413.45,210.94,55.95
United States,HD01_VD05,2013,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2369704,36467.91,18606.08,0.79
North Carolina,HD01_VD05,2013,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",83640,6095.66,3110.03,3.72
Durham ,HD01_VD05,2013,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2250,845.96,431.61,19.18
Forsyth ,HD01_VD05,2013,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2937,1195.06,609.72,20.76
Guilford ,HD01_VD05,2013,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",3252,1128.34,575.68,17.7
United States,HD01_VD06,2013,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),5282914,38493.45,19639.52,0.37
North Carolina,HD01_VD06,2013,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),170926,7677.96,3917.33,2.29
Durham ,HD01_VD06,2013,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),3309,1254.64,640.12,19.34
Forsyth ,HD01_VD06,2013,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),7198,1724.09,879.64,12.22
Guilford ,HD01_VD06,2013,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),9180,1762.21,899.09,9.79
United States,HD01_VD07,2013,"Estimate; Male: - 18 to 24 years: - Some college, no degree",6240713,48742.64,24868.69,0.4
North Carolina,HD01_VD07,2013,"Estimate; Male: - 18 to 24 years: - Some college, no degree",194044,8357.11,4263.83,2.2
Durham ,HD01_VD07,2013,"Estimate; Male: - 18 to 24 years: - Some college, no degree",6419,1243.91,634.65,9.89
Forsyth ,HD01_VD07,2013,"Estimate; Male: - 18 to 24 years: - Some college, no degree",5567,1346.38,686.93,12.34
Guilford ,HD01_VD07,2013,"Estimate; Male: - 18 to 24 years: - Some college, no degree",11672,1774.13,905.17,7.76
United States,HD01_VD08,2013,Estimate; Male: - 18 to 24 years: - Associate's degree,697195,16380.6,8357.45,1.2
North Carolina,HD01_VD08,2013,Estimate; Male: - 18 to 24 years: - Associate's degree,17860,2826.21,1441.94,8.07
Durham ,HD01_VD08,2013,Estimate; Male: - 18 to 24 years: - Associate's degree,0,239.49,122.19,Inf
Forsyth ,HD01_VD08,2013,Estimate; Male: - 18 to 24 years: - Associate's degree,484,388.43,198.18,40.95
Guilford ,HD01_VD08,2013,Estimate; Male: - 18 to 24 years: - Associate's degree,1155,840,428.57,37.11
United States,HD01_VD09,2013,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1181982,22554.89,11507.6,0.97
North Carolina,HD01_VD09,2013,Estimate; Male: - 18 to 24 years: - Bachelor's degree,33450,4866.04,2482.67,7.42
Durham ,HD01_VD09,2013,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1669,785.19,400.61,24
Forsyth ,HD01_VD09,2013,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1458,928.17,473.56,32.48
Guilford ,HD01_VD09,2013,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1138,723.23,368.99,32.42
United States,HD01_VD10,2013,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,84625,5068.6,2586.02,3.06
North Carolina,HD01_VD10,2013,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,3245,1595.4,813.98,25.08
Durham ,HD01_VD10,2013,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,249,350.3,178.72,71.78
Forsyth ,HD01_VD10,2013,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,37,72.68,37.08,100.22
Guilford ,HD01_VD10,2013,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,161,206.13,105.17,65.32
United States,HD01_VD11,2013,Estimate; Male: - 25 to 34 years:,21503176,29752.68,15179.94,0.07
North Carolina,HD01_VD11,2013,Estimate; Male: - 25 to 34 years:,624347,7719.66,3938.6,0.63
Durham ,HD01_VD11,2013,Estimate; Male: - 25 to 34 years:,25813,672,342.86,1.33
Forsyth ,HD01_VD11,2013,Estimate; Male: - 25 to 34 years:,21507,1056.85,539.21,2.51
Guilford ,HD01_VD11,2013,Estimate; Male: - 25 to 34 years:,32434,361.02,184.19,0.57
United States,HD01_VD12,2013,Estimate; Male: - 25 to 34 years: - Less than 9th grade,929856,19361.7,9878.42,1.06
North Carolina,HD01_VD12,2013,Estimate; Male: - 25 to 34 years: - Less than 9th grade,36300,4088,2085.71,5.75
Durham ,HD01_VD12,2013,Estimate; Male: - 25 to 34 years: - Less than 9th grade,2251,1029.45,525.23,23.33
Forsyth ,HD01_VD12,2013,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1219,700.6,357.45,29.32
Guilford ,HD01_VD12,2013,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1210,814.98,415.81,34.36
United States,HD01_VD13,2013,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1866606,25916.09,13222.49,0.71
North Carolina,HD01_VD13,2013,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",60852,5576.17,2844.98,4.68
Durham ,HD01_VD13,2013,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1170,1066.38,544.07,46.5
Forsyth ,HD01_VD13,2013,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",2142,1023.49,522.19,24.38
Guilford ,HD01_VD13,2013,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",2068,898.38,458.36,22.16
United States,HD01_VD14,2013,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),5888102,47029.28,23994.53,0.41
North Carolina,HD01_VD14,2013,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),155218,6563.91,3348.93,2.16
Durham ,HD01_VD14,2013,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),3115,1140.26,581.77,18.68
Forsyth ,HD01_VD14,2013,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),5392,1714.55,874.77,16.22
Guilford ,HD01_VD14,2013,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),9044,1688.34,861.4,9.52
United States,HD01_VD15,2013,"Estimate; Male: - 25 to 34 years: - Some college, no degree",4934856,43311.83,22097.87,0.45
North Carolina,HD01_VD15,2013,"Estimate; Male: - 25 to 34 years: - Some college, no degree",155729,6922.55,3531.91,2.27
Durham ,HD01_VD15,2013,"Estimate; Male: - 25 to 34 years: - Some college, no degree",3145,1239.15,632.22,20.1
Forsyth ,HD01_VD15,2013,"Estimate; Male: - 25 to 34 years: - Some college, no degree",4954,1093.79,558.06,11.26
Guilford ,HD01_VD15,2013,"Estimate; Male: - 25 to 34 years: - Some college, no degree",8449,1596.6,814.59,9.64
United States,HD01_VD16,2013,Estimate; Male: - 25 to 34 years: - Associate's degree,1665922,27842.72,14205.47,0.85
North Carolina,HD01_VD16,2013,Estimate; Male: - 25 to 34 years: - Associate's degree,45935,3922.38,2001.21,4.36
Durham ,HD01_VD16,2013,Estimate; Male: - 25 to 34 years: - Associate's degree,1482,779.23,397.57,26.83
Forsyth ,HD01_VD16,2013,Estimate; Male: - 25 to 34 years: - Associate's degree,1188,613.62,313.07,26.35
Guilford ,HD01_VD16,2013,Estimate; Male: - 25 to 34 years: - Associate's degree,1913,865.02,441.34,23.07
United States,HD01_VD17,2013,Estimate; Male: - 25 to 34 years: - Bachelor's degree,4467468,45097.87,23009.12,0.52
North Carolina,HD01_VD17,2013,Estimate; Male: - 25 to 34 years: - Bachelor's degree,125023,6913.02,3527.05,2.82
Durham ,HD01_VD17,2013,Estimate; Male: - 25 to 34 years: - Bachelor's degree,8554,1811.06,924.01,10.8
Forsyth ,HD01_VD17,2013,Estimate; Male: - 25 to 34 years: - Bachelor's degree,4174,1110.47,566.57,13.57
Guilford ,HD01_VD17,2013,Estimate; Male: - 25 to 34 years: - Bachelor's degree,6770,1394.04,711.24,10.51
United States,HD01_VD18,2013,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,1750366,24706.72,12605.47,0.72
North Carolina,HD01_VD18,2013,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,45290,4110.64,2097.27,4.63
Durham ,HD01_VD18,2013,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,6096,1676.43,855.32,14.03
Forsyth ,HD01_VD18,2013,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,2438,726.81,370.82,15.21
Guilford ,HD01_VD18,2013,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,2980,1230.81,627.96,21.07
United States,HD01_VD19,2013,Estimate; Male: - 35 to 44 years:,20214767,22920.68,11694.22,0.06
North Carolina,HD01_VD19,2013,Estimate; Male: - 35 to 44 years:,646983,6767.66,3452.89,0.53
Durham ,HD01_VD19,2013,Estimate; Male: - 35 to 44 years:,20404,1173.62,598.79,2.93
Forsyth ,HD01_VD19,2013,Estimate; Male: - 35 to 44 years:,22345,493.28,251.67,1.13
Guilford ,HD01_VD19,2013,Estimate; Male: - 35 to 44 years:,31691,169.19,86.32,0.27
United States,HD01_VD20,2013,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1122992,20895.15,10660.79,0.95
North Carolina,HD01_VD20,2013,Estimate; Male: - 35 to 44 years: - Less than 9th grade,34918,3798.47,1937.99,5.55
Durham ,HD01_VD20,2013,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1512,1080.68,551.37,36.47
Forsyth ,HD01_VD20,2013,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1259,652.94,333.13,26.46
Guilford ,HD01_VD20,2013,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1333,733.96,374.47,28.09
United States,HD01_VD21,2013,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",1653e3,24535.15,12517.93,0.76
North Carolina,HD01_VD21,2013,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",60657,5538.04,2825.53,4.66
Durham ,HD01_VD21,2013,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",1772,1052.09,536.78,30.29
Forsyth ,HD01_VD21,2013,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",2244,742.3,378.72,16.88
Guilford ,HD01_VD21,2013,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",1846,757.79,386.63,20.94
United States,HD01_VD22,2013,Estimate; Male: - 35 to 44 years: - High school graduate (includes equivalency),5518902,38869.96,19831.61,0.36
North Carolina,HD01_VD22,2013,Estimate; Male: - 35 to 44 years: - High school graduate (includes equivalency),170655,7904.34,4032.83,2.36
Durham ,HD01_VD22,2013,Estimate; Male: - 35 to 44 years: - High school graduate (includes equivalency),3416,1165.28,594.53,17.4
Forsyth ,HD01_VD22,2013,Estimate; Male: - 35 to 44 years: - High school graduate (includes equivalency),5320,1492.94,761.7,14.32
Guilford ,HD01_VD22,2013,Estimate; Male: - 35 to 44 years: - High school graduate (includes equivalency),8093,1996.94,1018.85,12.59
United States,HD01_VD23,2013,"Estimate; Male: - 35 to 44 years: - Some college, no degree",4171022,33728.68,17208.51,0.41
North Carolina,HD01_VD23,2013,"Estimate; Male: - 35 to 44 years: - Some college, no degree",139291,7260.94,3704.56,2.66
Durham ,HD01_VD23,2013,"Estimate; Male: - 35 to 44 years: - Some college, no degree",3973,1164.09,593.92,14.95
Forsyth ,HD01_VD23,2013,"Estimate; Male: - 35 to 44 years: - Some college, no degree",3747,1065.19,543.46,14.5
Guilford ,HD01_VD23,2013,"Estimate; Male: - 35 to 44 years: - Some college, no degree",6666,1460.77,745.29,11.18
United States,HD01_VD24,2013,Estimate; Male: - 35 to 44 years: - Associate's degree,1561674,19488,9942.86,0.64
North Carolina,HD01_VD24,2013,Estimate; Male: - 35 to 44 years: - Associate's degree,49238,3884.26,1981.77,4.02
Durham ,HD01_VD24,2013,Estimate; Male: - 35 to 44 years: - Associate's degree,1038,840,428.57,41.29
Forsyth ,HD01_VD24,2013,Estimate; Male: - 35 to 44 years: - Associate's degree,1245,529.02,269.91,21.68
Guilford ,HD01_VD24,2013,Estimate; Male: - 35 to 44 years: - Associate's degree,1946,824.51,420.67,21.62
United States,HD01_VD25,2013,Estimate; Male: - 35 to 44 years: - Bachelor's degree,3892705,33818.04,17254.1,0.44
North Carolina,HD01_VD25,2013,Estimate; Male: - 35 to 44 years: - Bachelor's degree,128273,6543.66,3338.6,2.6
Durham ,HD01_VD25,2013,Estimate; Male: - 35 to 44 years: - Bachelor's degree,4490,1210.55,617.63,13.76
Forsyth ,HD01_VD25,2013,Estimate; Male: - 35 to 44 years: - Bachelor's degree,6037,1258.21,641.94,10.63
Guilford ,HD01_VD25,2013,Estimate; Male: - 35 to 44 years: - Bachelor's degree,7807,1259.4,642.55,8.23
United States,HD01_VD26,2013,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,2294472,25533.62,13027.36,0.57
North Carolina,HD01_VD26,2013,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,63951,4687.32,2391.49,3.74
Durham ,HD01_VD26,2013,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,4203,1199.83,612.16,14.56
Forsyth ,HD01_VD26,2013,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,2493,664.85,339.21,13.61
Guilford ,HD01_VD26,2013,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,4e3,1106.89,564.74,14.12
United States,HD01_VD27,2013,Estimate; Male: - 45 to 64 years:,40470920,32491.91,16577.51,0.04
North Carolina,HD01_VD27,2013,Estimate; Male: - 45 to 64 years:,1230306,6276.77,3202.43,0.26
Durham ,HD01_VD27,2013,Estimate; Male: - 45 to 64 years:,31883,1327.32,677.2,2.12
Forsyth ,HD01_VD27,2013,Estimate; Male: - 45 to 64 years:,44855,834.04,425.53,0.95
Guilford ,HD01_VD27,2013,Estimate; Male: - 45 to 64 years:,62248,851.91,434.65,0.7
United States,HD01_VD28,2013,Estimate; Male: - 45 to 64 years: - Less than 9th grade,2145883,32144,16400,0.76
North Carolina,HD01_VD28,2013,Estimate; Male: - 45 to 64 years: - Less than 9th grade,60957,5218.72,2662.61,4.37
Durham ,HD01_VD28,2013,Estimate; Male: - 45 to 64 years: - Less than 9th grade,1940,1292.77,659.58,34
Forsyth ,HD01_VD28,2013,Estimate; Male: - 45 to 64 years: - Less than 9th grade,1516,649.36,331.31,21.85
Guilford ,HD01_VD28,2013,Estimate; Male: - 45 to 64 years: - Less than 9th grade,2419,1099.74,561.09,23.2
United States,HD01_VD29,2013,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",3087695,32404.94,16533.13,0.54
North Carolina,HD01_VD29,2013,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",117975,6547.23,3340.42,2.83
Durham ,HD01_VD29,2013,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",3035,1450.04,739.82,24.38
Forsyth ,HD01_VD29,2013,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",3017,890.04,454.1,15.05
Guilford ,HD01_VD29,2013,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",3674,1012.77,516.72,14.06
United States,HD01_VD30,2013,Estimate; Male: - 45 to 64 years: - High school graduate (includes equivalency),11932412,59497.02,30355.62,0.25
North Carolina,HD01_VD30,2013,Estimate; Male: - 45 to 64 years: - High school graduate (includes equivalency),358064,10077.62,5141.64,1.44
Durham ,HD01_VD30,2013,Estimate; Male: - 45 to 64 years: - High school graduate (includes equivalency),6884,1575.15,803.65,11.67
Forsyth ,HD01_VD30,2013,Estimate; Male: - 45 to 64 years: - High school graduate (includes equivalency),12960,1625.19,829.18,6.4
Guilford ,HD01_VD30,2013,Estimate; Male: - 45 to 64 years: - High school graduate (includes equivalency),17237,2629.62,1341.64,7.78
United States,HD01_VD31,2013,"Estimate; Male: - 45 to 64 years: - Some college, no degree",8412933,45920,23428.57,0.28
North Carolina,HD01_VD31,2013,"Estimate; Male: - 45 to 64 years: - Some college, no degree",253214,9085.11,4635.26,1.83
Durham ,HD01_VD31,2013,"Estimate; Male: - 45 to 64 years: - Some college, no degree",5094,1202.21,613.37,12.04
Forsyth ,HD01_VD31,2013,"Estimate; Male: - 45 to 64 years: - Some college, no degree",8767,1577.53,804.86,9.18
Guilford ,HD01_VD31,2013,"Estimate; Male: - 45 to 64 years: - Some college, no degree",11804,1874.21,956.23,8.1
United States,HD01_VD32,2013,Estimate; Male: - 45 to 64 years: - Associate's degree,3065541,30942.98,15787.23,0.51
North Carolina,HD01_VD32,2013,Estimate; Male: - 45 to 64 years: - Associate's degree,101213,5571.4,2842.55,2.81
Durham ,HD01_VD32,2013,Estimate; Male: - 45 to 64 years: - Associate's degree,1892,799.49,407.9,21.56
Forsyth ,HD01_VD32,2013,Estimate; Male: - 45 to 64 years: - Associate's degree,3164,935.32,477.2,15.08
Guilford ,HD01_VD32,2013,Estimate; Male: - 45 to 64 years: - Associate's degree,4389,1432.17,730.7,16.65
United States,HD01_VD33,2013,Estimate; Male: - 45 to 64 years: - Bachelor's degree,7169522,46600.34,23775.68,0.33
North Carolina,HD01_VD33,2013,Estimate; Male: - 45 to 64 years: - Bachelor's degree,214851,7612.43,3883.89,1.81
Durham ,HD01_VD33,2013,Estimate; Male: - 45 to 64 years: - Bachelor's degree,6618,1293.96,660.18,9.98
Forsyth ,HD01_VD33,2013,Estimate; Male: - 45 to 64 years: - Bachelor's degree,9427,1465.53,747.72,7.93
Guilford ,HD01_VD33,2013,Estimate; Male: - 45 to 64 years: - Bachelor's degree,14944,2259.06,1152.58,7.71
United States,HD01_VD34,2013,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,4656934,34188.6,17443.16,0.37
North Carolina,HD01_VD34,2013,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,124032,6592.51,3363.53,2.71
Durham ,HD01_VD34,2013,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,6420,1280.85,653.49,10.18
Forsyth ,HD01_VD34,2013,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,6004,1265.36,645.59,10.75
Guilford ,HD01_VD34,2013,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,7781,1445.28,737.39,9.48
United States,HD01_VD35,2013,Estimate; Male: - 65 years and over:,19574217,13636.6,6957.45,0.04
North Carolina,HD01_VD35,2013,Estimate; Male: - 65 years and over:,608465,2704.68,1379.94,0.23
Durham ,HD01_VD35,2013,Estimate; Male: - 65 years and over:,12804,525.45,268.09,2.09
Forsyth ,HD01_VD35,2013,Estimate; Male: - 65 years and over:,21440,673.19,343.46,1.6
Guilford ,HD01_VD35,2013,Estimate; Male: - 65 years and over:,28317,642.21,327.66,1.16
United States,HD01_VD36,2013,Estimate; Male: - 65 years and over: - Less than 9th grade,1834637,22601.36,11531.31,0.63
North Carolina,HD01_VD36,2013,Estimate; Male: - 65 years and over: - Less than 9th grade,61766,4198.81,2142.25,3.47
Durham ,HD01_VD36,2013,Estimate; Male: - 65 years and over: - Less than 9th grade,1277,611.23,311.85,24.42
Forsyth ,HD01_VD36,2013,Estimate; Male: - 65 years and over: - Less than 9th grade,1143,778.04,396.96,34.73
Guilford ,HD01_VD36,2013,Estimate; Male: - 65 years and over: - Less than 9th grade,2383,843.57,430.39,18.06
United States,HD01_VD37,2013,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",1692416,19277.11,9835.26,0.58
North Carolina,HD01_VD37,2013,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",65233,3386.21,1727.66,2.65
Durham ,HD01_VD37,2013,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",882,463.49,236.47,26.81
Forsyth ,HD01_VD37,2013,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",2575,817.36,417.02,16.19
Guilford ,HD01_VD37,2013,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",2628,774.47,395.14,15.04
United States,HD01_VD38,2013,Estimate; Male: - 65 years and over: - High school graduate (includes equivalency),5583370,33796.6,17243.16,0.31
North Carolina,HD01_VD38,2013,Estimate; Male: - 65 years and over: - High school graduate (includes equivalency),170771,5856.17,2987.84,1.75
Durham ,HD01_VD38,2013,Estimate; Male: - 65 years and over: - High school graduate (includes equivalency),2850,807.83,412.16,14.46
Forsyth ,HD01_VD38,2013,Estimate; Male: - 65 years and over: - High school graduate (includes equivalency),6732,1235.57,630.39,9.36
Guilford ,HD01_VD38,2013,Estimate; Male: - 65 years and over: - High school graduate (includes equivalency),7205,1298.72,662.61,9.2
United States,HD01_VD39,2013,"Estimate; Male: - 65 years and over: - Some college, no degree",3619417,29385.7,14992.7,0.41
North Carolina,HD01_VD39,2013,"Estimate; Male: - 65 years and over: - Some college, no degree",108498,4729.02,2412.77,2.22
Durham ,HD01_VD39,2013,"Estimate; Male: - 65 years and over: - Some college, no degree",1625,792.34,404.26,24.88
Forsyth ,HD01_VD39,2013,"Estimate; Male: - 65 years and over: - Some college, no degree",3252,804.26,410.34,12.62
Guilford ,HD01_VD39,2013,"Estimate; Male: - 65 years and over: - Some college, no degree",5245,1056.85,539.21,10.28
United States,HD01_VD40,2013,Estimate; Male: - 65 years and over: - Associate's degree,992449,15700.26,8010.34,0.81
North Carolina,HD01_VD40,2013,Estimate; Male: - 65 years and over: - Associate's degree,35109,3226.55,1646.2,4.69
Durham ,HD01_VD40,2013,Estimate; Male: - 65 years and over: - Associate's degree,407,377.7,192.7,47.35
Forsyth ,HD01_VD40,2013,Estimate; Male: - 65 years and over: - Associate's degree,1250,482.55,246.2,19.7
Guilford ,HD01_VD40,2013,Estimate; Male: - 65 years and over: - Associate's degree,1227,490.89,250.45,20.41
United States,HD01_VD41,2013,Estimate; Male: - 65 years and over: - Bachelor's degree,3049091,25783.83,13155.02,0.43
North Carolina,HD01_VD41,2013,Estimate; Male: - 65 years and over: - Bachelor's degree,91882,4458.55,2274.77,2.48
Durham ,HD01_VD41,2013,Estimate; Male: - 65 years and over: - Bachelor's degree,2529,826.89,421.88,16.68
Forsyth ,HD01_VD41,2013,Estimate; Male: - 65 years and over: - Bachelor's degree,3966,1031.83,526.44,13.27
Guilford ,HD01_VD41,2013,Estimate; Male: - 65 years and over: - Bachelor's degree,4825,996.09,508.21,10.53
United States,HD01_VD42,2013,Estimate; Male: - 65 years and over: - Graduate or professional degree,2802837,27579.4,14071.12,0.5
North Carolina,HD01_VD42,2013,Estimate; Male: - 65 years and over: - Graduate or professional degree,75206,3881.87,1980.55,2.63
Durham ,HD01_VD42,2013,Estimate; Male: - 65 years and over: - Graduate or professional degree,3234,804.26,410.34,12.69
Forsyth ,HD01_VD42,2013,Estimate; Male: - 65 years and over: - Graduate or professional degree,2522,669.62,341.64,13.55
Guilford ,HD01_VD42,2013,Estimate; Male: - 65 years and over: - Graduate or professional degree,4804,1042.55,531.91,11.07
United States,HD01_VD43,2013,Estimate; Female:,124564643,23543.83,12012.16,0.01
North Carolina,HD01_VD43,2013,Estimate; Female:,3935139,4167.83,2126.44,0.05
Durham ,HD01_VD43,2013,Estimate; Female:,118399,675.57,344.68,0.29
Forsyth ,HD01_VD43,2013,Estimate; Female:,147085,405.11,206.69,0.14
Guilford ,HD01_VD43,2013,Estimate; Female:,209181,353.87,180.55,0.09
United States,HD01_VD44,2013,Estimate; Female: - 18 to 24 years:,15417108,29236.77,14916.72,0.1
North Carolina,HD01_VD44,2013,Estimate; Female: - 18 to 24 years:,477130,5134.13,2619.45,0.55
Durham ,HD01_VD44,2013,Estimate; Female: - 18 to 24 years:,15977,518.3,264.44,1.66
Forsyth ,HD01_VD44,2013,Estimate; Female: - 18 to 24 years:,18578,349.11,178.12,0.96
Guilford ,HD01_VD44,2013,Estimate; Female: - 18 to 24 years:,30403,607.66,310.03,1.02
United States,HD01_VD45,2013,Estimate; Female: - 18 to 24 years: - Less than 9th grade,209237,10265.87,5237.69,2.5
North Carolina,HD01_VD45,2013,Estimate; Female: - 18 to 24 years: - Less than 9th grade,5902,1479.83,755.02,12.79
Durham ,HD01_VD45,2013,Estimate; Female: - 18 to 24 years: - Less than 9th grade,300,347.91,177.51,59.17
Forsyth ,HD01_VD45,2013,Estimate; Female: - 18 to 24 years: - Less than 9th grade,320,427.74,218.23,68.2
Guilford ,HD01_VD45,2013,Estimate; Female: - 18 to 24 years: - Less than 9th grade,122,134.64,68.69,56.3
United States,HD01_VD46,2013,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",1703140,30298.38,15458.36,0.91
North Carolina,HD01_VD46,2013,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",53550,4630.13,2362.31,4.41
Durham ,HD01_VD46,2013,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",1041,681.53,347.72,33.4
Forsyth ,HD01_VD46,2013,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",1654,757.79,386.63,23.38
Guilford ,HD01_VD46,2013,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",3282,1220.09,622.49,18.97
United States,HD01_VD47,2013,Estimate; Female: - 18 to 24 years: - High school graduate (includes equivalency),4078795,41535.32,21191.49,0.52
North Carolina,HD01_VD47,2013,Estimate; Female: - 18 to 24 years: - High school graduate (includes equivalency),120278,7044.09,3593.92,2.99
Durham ,HD01_VD47,2013,Estimate; Female: - 18 to 24 years: - High school graduate (includes equivalency),2668,1034.21,527.66,19.78
Forsyth ,HD01_VD47,2013,Estimate; Female: - 18 to 24 years: - High school graduate (includes equivalency),5472,1247.49,636.47,11.63
Guilford ,HD01_VD47,2013,Estimate; Female: - 18 to 24 years: - High school graduate (includes equivalency),6820,1478.64,754.41,11.06
United States,HD01_VD48,2013,"Estimate; Female: - 18 to 24 years: - Some college, no degree",6738369,47801.36,24388.45,0.36
North Carolina,HD01_VD48,2013,"Estimate; Female: - 18 to 24 years: - Some college, no degree",216843,7977.02,4069.91,1.88
Durham ,HD01_VD48,2013,"Estimate; Female: - 18 to 24 years: - Some college, no degree",7707,1383.32,705.78,9.16
Forsyth ,HD01_VD48,2013,"Estimate; Female: - 18 to 24 years: - Some college, no degree",8602,1379.74,703.95,8.18
Guilford ,HD01_VD48,2013,"Estimate; Female: - 18 to 24 years: - Some college, no degree",16474,1911.15,975.08,5.92
United States,HD01_VD49,2013,Estimate; Female: - 18 to 24 years: - Associate's degree,871413,21153.7,10792.7,1.24
North Carolina,HD01_VD49,2013,Estimate; Female: - 18 to 24 years: - Associate's degree,23631,3323.06,1695.44,7.17
Durham ,HD01_VD49,2013,Estimate; Female: - 18 to 24 years: - Associate's degree,142,206.13,105.17,74.06
Forsyth ,HD01_VD49,2013,Estimate; Female: - 18 to 24 years: - Associate's degree,498,434.89,221.88,44.55
Guilford ,HD01_VD49,2013,Estimate; Female: - 18 to 24 years: - Associate's degree,624,421.79,215.2,34.49
United States,HD01_VD50,2013,Estimate; Female: - 18 to 24 years: - Bachelor's degree,1680733,27560.34,14061.4,0.84
North Carolina,HD01_VD50,2013,Estimate; Female: - 18 to 24 years: - Bachelor's degree,53667,4294.13,2190.88,4.08
Durham ,HD01_VD50,2013,Estimate; Female: - 18 to 24 years: - Bachelor's degree,4119,1420.26,724.62,17.59
Forsyth ,HD01_VD50,2013,Estimate; Female: - 18 to 24 years: - Bachelor's degree,1854,751.83,383.59,20.69
Guilford ,HD01_VD50,2013,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2749,1038.98,530.09,19.28
