year1,county1,group1,year2,county2,group2,Yes1,No1,Rate1,Yes2,No2,Rate2,Significant,Narrative
2013-14,Forsyth,male,2013-14,Guilford,male,1150,933,0.5520883341334614,1427,1307,0.521945866861741,TRUE,male in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Guilford 2013-14
2013-14,Forsyth,female,2017-18,Forsyth,female,1179,751,0.6108808290155441,1187,937,0.5588512241054614,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Forsyth 2017-18
2013-14,Forsyth,female,2016-17,Forsyth,female,1179,751,0.6108808290155441,1212,922,0.5679475164011246,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Forsyth 2016-17
2013-14,Forsyth,female,2015-16,Forsyth,female,1179,751,0.6108808290155441,1102,917,0.5458147597820703,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Forsyth 2015-16
2013-14,Forsyth,female,2014-15,Forsyth,female,1179,751,0.6108808290155441,1209,823,0.59498031496063,FALSE,female in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to female in Forsyth 2014-15
2013-14,Forsyth,female,2013-14,Forsyth,male,1179,751,0.6108808290155441,1150,933,0.5520883341334614,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than male in Forsyth 2013-14
2013-14,Forsyth,female,2013-14,Durham,female,1179,751,0.6108808290155441,658,607,0.5201581027667984,TRUE,female in Forsyth 2013-14 has a higher 3rd Grade Reading Score than female in Durham 2013-14
2013-14,Forsyth,female,2013-14,Guilford,female,1179,751,0.6108808290155441,1658,1083,0.604888726742065,FALSE,female in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to female in Guilford 2013-14
2013-14,Forsyth,eds,2017-18,Forsyth,eds,1036,1402,0.4249384741591468,802,1389,0.36604290278411683,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2017-18
2013-14,Forsyth,eds,2016-17,Forsyth,eds,1036,1402,0.4249384741591468,854,1467,0.36794485135717364,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2016-17
2013-14,Forsyth,eds,2015-16,Forsyth,eds,1036,1402,0.4249384741591468,843,1436,0.36989907854322074,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2015-16
2013-14,Forsyth,eds,2014-15,Forsyth,eds,1036,1402,0.4249384741591468,1121,1580,0.4150314698259904,FALSE,eds in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2014-15
2013-14,Forsyth,eds,2013-14,Forsyth,not_eds,1036,1402,0.4249384741591468,1295,280,0.8222222222222222,TRUE,eds in Forsyth 2013-14 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2013-14
2013-14,Forsyth,eds,2013-14,Durham,eds,1036,1402,0.4249384741591468,610,1122,0.35219399538106233,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Durham 2013-14
2013-14,Forsyth,eds,2013-14,Guilford,eds,1036,1402,0.4249384741591468,1509,1953,0.4358752166377816,FALSE,eds in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to eds in Guilford 2013-14
2013-14,Forsyth,not_eds,2017-18,Forsyth,not_eds,1295,280,0.8222222222222222,1444,717,0.6682091624248033,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2017-18
2013-14,Forsyth,not_eds,2016-17,Forsyth,not_eds,1295,280,0.8222222222222222,1453,594,0.709819247679531,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2016-17
2013-14,Forsyth,not_eds,2015-16,Forsyth,not_eds,1295,280,0.8222222222222222,1385,625,0.6890547263681592,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2015-16
2013-14,Forsyth,not_eds,2014-15,Forsyth,not_eds,1295,280,0.8222222222222222,1203,248,0.8290833907649897,FALSE,not_eds in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2014-15
2013-14,Forsyth,not_eds,2013-14,Forsyth,eds,1295,280,0.8222222222222222,1036,1402,0.4249384741591468,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2013-14
2013-14,Forsyth,not_eds,2013-14,Durham,not_eds,1295,280,0.8222222222222222,635,184,0.7753357753357754,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Durham 2013-14
2013-14,Forsyth,not_eds,2013-14,Guilford,not_eds,1295,280,0.8222222222222222,1576,437,0.7829110779930452,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Guilford 2013-14
2013-14,Forsyth,ALL,2017-18,Forsyth,ALL,2328,1685,0.5801146274607526,2246,2106,0.5160845588235294,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Forsyth 2017-18
2013-14,Forsyth,ALL,2016-17,Forsyth,ALL,2328,1685,0.5801146274607526,2306,2062,0.5279304029304029,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Forsyth 2016-17
2013-14,Forsyth,ALL,2015-16,Forsyth,ALL,2328,1685,0.5801146274607526,2226,2063,0.5190020983912333,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Forsyth 2015-16
2013-14,Forsyth,ALL,2014-15,Forsyth,ALL,2328,1685,0.5801146274607526,2325,1827,0.559971098265896,FALSE,ALL in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2014-15
2013-14,Forsyth,ALL,2013-14,Durham,ALL,2328,1685,0.5801146274607526,1245,1306,0.4880439043512348,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Durham 2013-14
2013-14,Forsyth,ALL,2013-14,Guilford,ALL,2328,1685,0.5801146274607526,3082,2393,0.5629223744292238,FALSE,ALL in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to ALL in Guilford 2013-14
2017-18,Forsyth,black,2016-17,Forsyth,black,233,808,0.22382324687800192,231,965,0.1931438127090301,FALSE,black in Forsyth 2017-18 has a similar 8th Grade Math Score compared to black in Forsyth 2016-17
2017-18,Forsyth,black,2015-16,Forsyth,black,233,808,0.22382324687800192,229,930,0.19758412424503882,FALSE,black in Forsyth 2017-18 has a similar 8th Grade Math Score compared to black in Forsyth 2015-16
2017-18,Forsyth,black,2014-15,Forsyth,black,233,808,0.22382324687800192,217,989,0.1799336650082919,TRUE,black in Forsyth 2017-18 has a higher 8th Grade Math Score than black in Forsyth 2014-15
2017-18,Forsyth,black,2017-18,Forsyth,white,233,808,0.22382324687800192,932,518,0.6427586206896552,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than white in Forsyth 2017-18
2017-18,Forsyth,black,2017-18,Forsyth,hispanic,233,808,0.22382324687800192,277,751,0.2694552529182879,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than hispanic in Forsyth 2017-18
2017-18,Forsyth,black,2017-18,Durham,black,233,808,0.22382324687800192,259,722,0.2640163098878695,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than black in Durham 2017-18
2017-18,Forsyth,black,2017-18,Guilford,black,233,808,0.22382324687800192,515,1465,0.2601010101010101,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than black in Guilford 2017-18
2017-18,Forsyth,white,2016-17,Forsyth,white,932,518,0.6427586206896552,1020,581,0.637101811367895,FALSE,white in Forsyth 2017-18 has a similar 8th Grade Math Score compared to white in Forsyth 2016-17
2017-18,Forsyth,white,2015-16,Forsyth,white,932,518,0.6427586206896552,944,690,0.5777233782129743,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than white in Forsyth 2015-16
2017-18,Forsyth,white,2014-15,Forsyth,white,932,518,0.6427586206896552,1010,731,0.5801263641585296,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than white in Forsyth 2014-15
2017-18,Forsyth,white,2017-18,Forsyth,black,932,518,0.6427586206896552,233,808,0.22382324687800192,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than black in Forsyth 2017-18
2017-18,Forsyth,white,2017-18,Forsyth,hispanic,932,518,0.6427586206896552,277,751,0.2694552529182879,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than hispanic in Forsyth 2017-18
2017-18,Forsyth,white,2017-18,Durham,white,932,518,0.6427586206896552,263,86,0.7535816618911175,TRUE,white in Forsyth 2017-18 has a lower 8th Grade Math Score than white in Durham 2017-18
2017-18,Forsyth,white,2017-18,Guilford,white,932,518,0.6427586206896552,1127,570,0.6641131408367708,FALSE,white in Forsyth 2017-18 has a similar 8th Grade Math Score compared to white in Guilford 2017-18
2017-18,Forsyth,hispanic,2016-17,Forsyth,hispanic,277,751,0.2694552529182879,268,817,0.24700460829493087,FALSE,hispanic in Forsyth 2017-18 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2016-17
2017-18,Forsyth,hispanic,2015-16,Forsyth,hispanic,277,751,0.2694552529182879,199,776,0.2041025641025641,TRUE,hispanic in Forsyth 2017-18 has a higher 8th Grade Math Score than hispanic in Forsyth 2015-16
2017-18,Forsyth,hispanic,2014-15,Forsyth,hispanic,277,751,0.2694552529182879,230,669,0.25583982202447164,FALSE,hispanic in Forsyth 2017-18 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2014-15
2017-18,Forsyth,hispanic,2017-18,Forsyth,black,277,751,0.2694552529182879,233,808,0.22382324687800192,TRUE,hispanic in Forsyth 2017-18 has a higher 8th Grade Math Score than black in Forsyth 2017-18
2017-18,Forsyth,hispanic,2017-18,Forsyth,white,277,751,0.2694552529182879,932,518,0.6427586206896552,TRUE,hispanic in Forsyth 2017-18 has a lower 8th Grade Math Score than white in Forsyth 2017-18
2017-18,Forsyth,hispanic,2017-18,Durham,hispanic,277,751,0.2694552529182879,169,465,0.2665615141955836,FALSE,hispanic in Forsyth 2017-18 has a similar 8th Grade Math Score compared to hispanic in Durham 2017-18
2017-18,Forsyth,hispanic,2017-18,Guilford,hispanic,277,751,0.2694552529182879,284,497,0.36363636363636365,TRUE,hispanic in Forsyth 2017-18 has a lower 8th Grade Math Score than hispanic in Guilford 2017-18
2017-18,Forsyth,male,2016-17,Forsyth,male,797,1162,0.40684022460439,815,1290,0.38717339667458434,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Forsyth 2016-17
2017-18,Forsyth,male,2015-16,Forsyth,male,797,1162,0.40684022460439,740,1311,0.3607996099463676,TRUE,male in Forsyth 2017-18 has a higher 8th Grade Math Score than male in Forsyth 2015-16
2017-18,Forsyth,male,2014-15,Forsyth,male,797,1162,0.40684022460439,805,1325,0.3779342723004695,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Forsyth 2014-15
2017-18,Forsyth,male,2017-18,Forsyth,female,797,1162,0.40684022460439,789,1055,0.42787418655097614,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to female in Forsyth 2017-18
2017-18,Forsyth,male,2017-18,Durham,male,797,1162,0.40684022460439,370,709,0.34291010194624655,TRUE,male in Forsyth 2017-18 has a higher 8th Grade Math Score than male in Durham 2017-18
2017-18,Forsyth,male,2017-18,Guilford,male,797,1162,0.40684022460439,1086,1494,0.42093023255813955,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Guilford 2017-18
2017-18,Forsyth,female,2016-17,Forsyth,female,789,1055,0.42787418655097614,854,1213,0.413159167876149,FALSE,female in Forsyth 2017-18 has a similar 8th Grade Math Score compared to female in Forsyth 2016-17
2017-18,Forsyth,female,2015-16,Forsyth,female,789,1055,0.42787418655097614,765,1238,0.381927109335996,TRUE,female in Forsyth 2017-18 has a higher 8th Grade Math Score than female in Forsyth 2015-16
2017-18,Forsyth,female,2014-15,Forsyth,female,789,1055,0.42787418655097614,788,1201,0.3961789844142785,FALSE,female in Forsyth 2017-18 has a similar 8th Grade Math Score compared to female in Forsyth 2014-15
2017-18,Forsyth,female,2017-18,Forsyth,male,789,1055,0.42787418655097614,797,1162,0.40684022460439,FALSE,female in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Forsyth 2017-18
2017-18,Forsyth,female,2017-18,Durham,female,789,1055,0.42787418655097614,392,631,0.3831867057673509,TRUE,female in Forsyth 2017-18 has a higher 8th Grade Math Score than female in Durham 2017-18
2017-18,Forsyth,female,2017-18,Guilford,female,789,1055,0.42787418655097614,1160,1298,0.47192839707078926,TRUE,female in Forsyth 2017-18 has a lower 8th Grade Math Score than female in Guilford 2017-18
2017-18,Forsyth,eds,2016-17,Forsyth,eds,390,1337,0.225825130283729,430,1600,0.21182266009852216,FALSE,eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to eds in Forsyth 2016-17
2017-18,Forsyth,eds,2015-16,Forsyth,eds,390,1337,0.225825130283729,358,1516,0.1910352187833511,TRUE,eds in Forsyth 2017-18 has a higher 8th Grade Math Score than eds in Forsyth 2015-16
2017-18,Forsyth,eds,2014-15,Forsyth,eds,390,1337,0.225825130283729,470,1799,0.20713970912296165,FALSE,eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to eds in Forsyth 2014-15
2017-18,Forsyth,eds,2017-18,Forsyth,not_eds,390,1337,0.225825130283729,1196,880,0.5761078998073218,TRUE,eds in Forsyth 2017-18 has a lower 8th Grade Math Score than not_eds in Forsyth 2017-18
2017-18,Forsyth,eds,2017-18,Durham,eds,390,1337,0.225825130283729,281,1008,0.21799844840961985,FALSE,eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to eds in Durham 2017-18
2017-18,Forsyth,eds,2017-18,Guilford,eds,390,1337,0.225825130283729,622,1663,0.2722100656455142,TRUE,eds in Forsyth 2017-18 has a lower 8th Grade Math Score than eds in Guilford 2017-18
2017-18,Forsyth,not_eds,2016-17,Forsyth,not_eds,1196,880,0.5761078998073218,1236,906,0.5770308123249299,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2016-17
2017-18,Forsyth,not_eds,2015-16,Forsyth,not_eds,1196,880,0.5761078998073218,1149,1031,0.5270642201834862,TRUE,not_eds in Forsyth 2017-18 has a higher 8th Grade Math Score than not_eds in Forsyth 2015-16
2017-18,Forsyth,not_eds,2014-15,Forsyth,not_eds,1196,880,0.5761078998073218,1123,727,0.607027027027027,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2014-15
2017-18,Forsyth,not_eds,2017-18,Forsyth,eds,1196,880,0.5761078998073218,390,1337,0.225825130283729,TRUE,not_eds in Forsyth 2017-18 has a higher 8th Grade Math Score than eds in Forsyth 2017-18
2017-18,Forsyth,not_eds,2017-18,Durham,not_eds,1196,880,0.5761078998073218,481,332,0.5916359163591636,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Durham 2017-18
2017-18,Forsyth,not_eds,2017-18,Guilford,not_eds,1196,880,0.5761078998073218,1624,1129,0.589901925172539,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Guilford 2017-18
2017-18,Forsyth,ALL,2016-17,Forsyth,ALL,1586,2217,0.41703917959505654,1669,2503,0.40004793863854266,FALSE,ALL in Forsyth 2017-18 has a similar 8th Grade Math Score compared to ALL in Forsyth 2016-17
2017-18,Forsyth,ALL,2015-16,Forsyth,ALL,1586,2217,0.41703917959505654,1504,2550,0.37099161322150964,TRUE,ALL in Forsyth 2017-18 has a higher 8th Grade Math Score than ALL in Forsyth 2015-16
2017-18,Forsyth,ALL,2014-15,Forsyth,ALL,1586,2217,0.41703917959505654,1594,2525,0.3869871327992231,TRUE,ALL in Forsyth 2017-18 has a higher 8th Grade Math Score than ALL in Forsyth 2014-15
2017-18,Forsyth,ALL,2017-18,Durham,ALL,1586,2217,0.41703917959505654,763,1339,0.36298763082778307,TRUE,ALL in Forsyth 2017-18 has a higher 8th Grade Math Score than ALL in Durham 2017-18
2017-18,Forsyth,ALL,2017-18,Guilford,ALL,1586,2217,0.41703917959505654,2247,2791,0.4460103215561731,TRUE,ALL in Forsyth 2017-18 has a lower 8th Grade Math Score than ALL in Guilford 2017-18
2016-17,Forsyth,black,2017-18,Forsyth,black,231,965,0.1931438127090301,233,808,0.22382324687800192,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Forsyth 2017-18
2016-17,Forsyth,black,2015-16,Forsyth,black,231,965,0.1931438127090301,229,930,0.19758412424503882,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Forsyth 2015-16
2016-17,Forsyth,black,2014-15,Forsyth,black,231,965,0.1931438127090301,217,989,0.1799336650082919,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Forsyth 2014-15
2016-17,Forsyth,black,2016-17,Forsyth,white,231,965,0.1931438127090301,1020,581,0.637101811367895,TRUE,black in Forsyth 2016-17 has a lower 8th Grade Math Score than white in Forsyth 2016-17
2016-17,Forsyth,black,2016-17,Forsyth,hispanic,231,965,0.1931438127090301,268,817,0.24700460829493087,TRUE,black in Forsyth 2016-17 has a lower 8th Grade Math Score than hispanic in Forsyth 2016-17
2016-17,Forsyth,black,2016-17,Durham,black,231,965,0.1931438127090301,246,868,0.22082585278276481,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Durham 2016-17
2016-17,Forsyth,black,2016-17,Guilford,black,231,965,0.1931438127090301,536,1636,0.24677716390423574,TRUE,black in Forsyth 2016-17 has a lower 8th Grade Math Score than black in Guilford 2016-17
2016-17,Forsyth,white,2017-18,Forsyth,white,1020,581,0.637101811367895,932,518,0.6427586206896552,FALSE,white in Forsyth 2016-17 has a similar 8th Grade Math Score compared to white in Forsyth 2017-18
2016-17,Forsyth,white,2015-16,Forsyth,white,1020,581,0.637101811367895,944,690,0.5777233782129743,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than white in Forsyth 2015-16
2016-17,Forsyth,white,2014-15,Forsyth,white,1020,581,0.637101811367895,1010,731,0.5801263641585296,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than white in Forsyth 2014-15
2016-17,Forsyth,white,2016-17,Forsyth,black,1020,581,0.637101811367895,231,965,0.1931438127090301,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than black in Forsyth 2016-17
2016-17,Forsyth,white,2016-17,Forsyth,hispanic,1020,581,0.637101811367895,268,817,0.24700460829493087,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than hispanic in Forsyth 2016-17
2016-17,Forsyth,white,2016-17,Durham,white,1020,581,0.637101811367895,294,123,0.7050359712230215,TRUE,white in Forsyth 2016-17 has a lower 8th Grade Math Score than white in Durham 2016-17
2016-17,Forsyth,white,2016-17,Guilford,white,1020,581,0.637101811367895,1174,704,0.625133120340788,FALSE,white in Forsyth 2016-17 has a similar 8th Grade Math Score compared to white in Guilford 2016-17
2016-17,Forsyth,hispanic,2017-18,Forsyth,hispanic,268,817,0.24700460829493087,277,751,0.2694552529182879,FALSE,hispanic in Forsyth 2016-17 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2017-18
2016-17,Forsyth,hispanic,2015-16,Forsyth,hispanic,268,817,0.24700460829493087,199,776,0.2041025641025641,TRUE,hispanic in Forsyth 2016-17 has a higher 8th Grade Math Score than hispanic in Forsyth 2015-16
2016-17,Forsyth,hispanic,2014-15,Forsyth,hispanic,268,817,0.24700460829493087,230,669,0.25583982202447164,FALSE,hispanic in Forsyth 2016-17 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2014-15
2016-17,Forsyth,hispanic,2016-17,Forsyth,black,268,817,0.24700460829493087,231,965,0.1931438127090301,TRUE,hispanic in Forsyth 2016-17 has a higher 8th Grade Math Score than black in Forsyth 2016-17
2016-17,Forsyth,hispanic,2016-17,Forsyth,white,268,817,0.24700460829493087,1020,581,0.637101811367895,TRUE,hispanic in Forsyth 2016-17 has a lower 8th Grade Math Score than white in Forsyth 2016-17
2016-17,Forsyth,hispanic,2016-17,Durham,hispanic,268,817,0.24700460829493087,143,483,0.22843450479233227,FALSE,hispanic in Forsyth 2016-17 has a similar 8th Grade Math Score compared to hispanic in Durham 2016-17
2016-17,Forsyth,hispanic,2016-17,Guilford,hispanic,268,817,0.24700460829493087,252,512,0.3298429319371728,TRUE,hispanic in Forsyth 2016-17 has a lower 8th Grade Math Score than hispanic in Guilford 2016-17
2016-17,Forsyth,male,2017-18,Forsyth,male,815,1290,0.38717339667458434,797,1162,0.40684022460439,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2017-18
2016-17,Forsyth,male,2015-16,Forsyth,male,815,1290,0.38717339667458434,740,1311,0.3607996099463676,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2015-16
2016-17,Forsyth,male,2014-15,Forsyth,male,815,1290,0.38717339667458434,805,1325,0.3779342723004695,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2014-15
2016-17,Forsyth,male,2016-17,Forsyth,female,815,1290,0.38717339667458434,854,1213,0.413159167876149,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Forsyth 2016-17
2016-17,Forsyth,male,2016-17,Durham,male,815,1290,0.38717339667458434,349,754,0.31640979147778786,TRUE,male in Forsyth 2016-17 has a higher 8th Grade Math Score than male in Durham 2016-17
2016-17,Forsyth,male,2016-17,Guilford,male,815,1290,0.38717339667458434,1124,1687,0.39985770188545,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Guilford 2016-17
2016-17,Forsyth,female,2017-18,Forsyth,female,854,1213,0.413159167876149,789,1055,0.42787418655097614,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Forsyth 2017-18
2016-17,Forsyth,female,2015-16,Forsyth,female,854,1213,0.413159167876149,765,1238,0.381927109335996,TRUE,female in Forsyth 2016-17 has a higher 8th Grade Math Score than female in Forsyth 2015-16
2016-17,Forsyth,female,2014-15,Forsyth,female,854,1213,0.413159167876149,788,1201,0.3961789844142785,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Forsyth 2014-15
2016-17,Forsyth,female,2016-17,Forsyth,male,854,1213,0.413159167876149,815,1290,0.38717339667458434,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2016-17
2016-17,Forsyth,female,2016-17,Durham,female,854,1213,0.413159167876149,419,783,0.348585690515807,TRUE,female in Forsyth 2016-17 has a higher 8th Grade Math Score than female in Durham 2016-17
2016-17,Forsyth,female,2016-17,Guilford,female,854,1213,0.413159167876149,1139,1479,0.43506493506493504,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Guilford 2016-17
2016-17,Forsyth,eds,2017-18,Forsyth,eds,430,1600,0.21182266009852216,390,1337,0.225825130283729,FALSE,eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to eds in Forsyth 2017-18
2016-17,Forsyth,eds,2015-16,Forsyth,eds,430,1600,0.21182266009852216,358,1516,0.1910352187833511,FALSE,eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to eds in Forsyth 2015-16
2016-17,Forsyth,eds,2014-15,Forsyth,eds,430,1600,0.21182266009852216,470,1799,0.20713970912296165,FALSE,eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to eds in Forsyth 2014-15
2016-17,Forsyth,eds,2016-17,Forsyth,not_eds,430,1600,0.21182266009852216,1236,906,0.5770308123249299,TRUE,eds in Forsyth 2016-17 has a lower 8th Grade Math Score than not_eds in Forsyth 2016-17
2016-17,Forsyth,eds,2016-17,Durham,eds,430,1600,0.21182266009852216,251,1169,0.17676056338028168,TRUE,eds in Forsyth 2016-17 has a higher 8th Grade Math Score than eds in Durham 2016-17
2016-17,Forsyth,eds,2016-17,Guilford,eds,430,1600,0.21182266009852216,619,1970,0.23908845113943608,TRUE,eds in Forsyth 2016-17 has a lower 8th Grade Math Score than eds in Guilford 2016-17
2016-17,Forsyth,not_eds,2017-18,Forsyth,not_eds,1236,906,0.5770308123249299,1196,880,0.5761078998073218,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2017-18
2016-17,Forsyth,not_eds,2015-16,Forsyth,not_eds,1236,906,0.5770308123249299,1149,1031,0.5270642201834862,TRUE,not_eds in Forsyth 2016-17 has a higher 8th Grade Math Score than not_eds in Forsyth 2015-16
2016-17,Forsyth,not_eds,2014-15,Forsyth,not_eds,1236,906,0.5770308123249299,1123,727,0.607027027027027,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2014-15
2016-17,Forsyth,not_eds,2016-17,Forsyth,eds,1236,906,0.5770308123249299,430,1600,0.21182266009852216,TRUE,not_eds in Forsyth 2016-17 has a higher 8th Grade Math Score than eds in Forsyth 2016-17
2016-17,Forsyth,not_eds,2016-17,Durham,not_eds,1236,906,0.5770308123249299,516,369,0.5830508474576271,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Durham 2016-17
2016-17,Forsyth,not_eds,2016-17,Guilford,not_eds,1236,906,0.5770308123249299,1644,1196,0.5788732394366197,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Guilford 2016-17
2016-17,Forsyth,ALL,2017-18,Forsyth,ALL,1669,2503,0.40004793863854266,1586,2217,0.41703917959505654,FALSE,ALL in Forsyth 2016-17 has a similar 8th Grade Math Score compared to ALL in Forsyth 2017-18
2016-17,Forsyth,ALL,2015-16,Forsyth,ALL,1669,2503,0.40004793863854266,1504,2550,0.37099161322150964,TRUE,ALL in Forsyth 2016-17 has a higher 8th Grade Math Score than ALL in Forsyth 2015-16
2016-17,Forsyth,ALL,2014-15,Forsyth,ALL,1669,2503,0.40004793863854266,1594,2525,0.3869871327992231,FALSE,ALL in Forsyth 2016-17 has a similar 8th Grade Math Score compared to ALL in Forsyth 2014-15
2016-17,Forsyth,ALL,2016-17,Durham,ALL,1669,2503,0.40004793863854266,768,1537,0.3331887201735358,TRUE,ALL in Forsyth 2016-17 has a higher 8th Grade Math Score than ALL in Durham 2016-17
2016-17,Forsyth,ALL,2016-17,Guilford,ALL,1669,2503,0.40004793863854266,2264,3165,0.41701970897034446,FALSE,ALL in Forsyth 2016-17 has a similar 8th Grade Math Score compared to ALL in Guilford 2016-17
2015-16,Forsyth,black,2017-18,Forsyth,black,229,930,0.19758412424503882,233,808,0.22382324687800192,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2017-18
2015-16,Forsyth,black,2016-17,Forsyth,black,229,930,0.19758412424503882,231,965,0.1931438127090301,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2016-17
2015-16,Forsyth,black,2014-15,Forsyth,black,229,930,0.19758412424503882,217,989,0.1799336650082919,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2014-15
2015-16,Forsyth,black,2015-16,Forsyth,white,229,930,0.19758412424503882,944,690,0.5777233782129743,TRUE,black in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Forsyth 2015-16
2015-16,Forsyth,black,2015-16,Forsyth,hispanic,229,930,0.19758412424503882,199,776,0.2041025641025641,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2015-16
