,year1,county1,group1,year2,county2,group2,Yes1,No1,Rate1,Yes2,No2,Rate2,Significant,Narrative
273,2013-14,Forsyth,eds,2015-16,Forsyth,eds,1036,1402,0.424938474,843,1436,0.369899079,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2015-16
274,2013-14,Forsyth,eds,2014-15,Forsyth,eds,1036,1402,0.424938474,1121,1580,0.41503147,FALSE,eds in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to eds in Forsyth 2014-15
275,2013-14,Forsyth,eds,2013-14,Forsyth,not_eds,1036,1402,0.424938474,1295,280,0.822222222,TRUE,eds in Forsyth 2013-14 has a lower 3rd Grade Reading Score than not_eds in Forsyth 2013-14
276,2013-14,Forsyth,eds,2013-14,Durham,eds,1036,1402,0.424938474,610,1122,0.352193995,TRUE,eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Durham 2013-14
277,2013-14,Forsyth,eds,2013-14,Guilford,eds,1036,1402,0.424938474,1509,1953,0.435875217,FALSE,eds in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to eds in Guilford 2013-14
278,2013-14,Forsyth,not_eds,2017-18,Forsyth,not_eds,1295,280,0.822222222,1444,717,0.668209162,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2017-18
279,2013-14,Forsyth,not_eds,2016-17,Forsyth,not_eds,1295,280,0.822222222,1453,594,0.709819248,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2016-17
280,2013-14,Forsyth,not_eds,2015-16,Forsyth,not_eds,1295,280,0.822222222,1385,625,0.689054726,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Forsyth 2015-16
281,2013-14,Forsyth,not_eds,2014-15,Forsyth,not_eds,1295,280,0.822222222,1203,248,0.829083391,FALSE,not_eds in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to not_eds in Forsyth 2014-15
282,2013-14,Forsyth,not_eds,2013-14,Forsyth,eds,1295,280,0.822222222,1036,1402,0.424938474,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than eds in Forsyth 2013-14
283,2013-14,Forsyth,not_eds,2013-14,Durham,not_eds,1295,280,0.822222222,635,184,0.775335775,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Durham 2013-14
284,2013-14,Forsyth,not_eds,2013-14,Guilford,not_eds,1295,280,0.822222222,1576,437,0.782911078,TRUE,not_eds in Forsyth 2013-14 has a higher 3rd Grade Reading Score than not_eds in Guilford 2013-14
285,2013-14,Forsyth,ALL,2017-18,Forsyth,ALL,2328,1685,0.580114627,2246,2106,0.516084559,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Forsyth 2017-18
286,2013-14,Forsyth,ALL,2016-17,Forsyth,ALL,2328,1685,0.580114627,2306,2062,0.527930403,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Forsyth 2016-17
287,2013-14,Forsyth,ALL,2015-16,Forsyth,ALL,2328,1685,0.580114627,2226,2063,0.519002098,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Forsyth 2015-16
288,2013-14,Forsyth,ALL,2014-15,Forsyth,ALL,2328,1685,0.580114627,2325,1827,0.559971098,FALSE,ALL in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to ALL in Forsyth 2014-15
289,2013-14,Forsyth,ALL,2013-14,Durham,ALL,2328,1685,0.580114627,1245,1306,0.488043904,TRUE,ALL in Forsyth 2013-14 has a higher 3rd Grade Reading Score than ALL in Durham 2013-14
290,2013-14,Forsyth,ALL,2013-14,Guilford,ALL,2328,1685,0.580114627,3082,2393,0.562922374,FALSE,ALL in Forsyth 2013-14 has a similar 3rd Grade Reading Score compared to ALL in Guilford 2013-14
291,2017-18,Forsyth,black,2016-17,Forsyth,black,233,808,0.223823247,231,965,0.193143813,FALSE,black in Forsyth 2017-18 has a similar 8th Grade Math Score compared to black in Forsyth 2016-17
292,2017-18,Forsyth,black,2015-16,Forsyth,black,233,808,0.223823247,229,930,0.197584124,FALSE,black in Forsyth 2017-18 has a similar 8th Grade Math Score compared to black in Forsyth 2015-16
293,2017-18,Forsyth,black,2014-15,Forsyth,black,233,808,0.223823247,217,989,0.179933665,TRUE,black in Forsyth 2017-18 has a higher 8th Grade Math Score than black in Forsyth 2014-15
294,2017-18,Forsyth,black,2017-18,Forsyth,white,233,808,0.223823247,932,518,0.642758621,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than white in Forsyth 2017-18
295,2017-18,Forsyth,black,2017-18,Forsyth,hispanic,233,808,0.223823247,277,751,0.269455253,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than hispanic in Forsyth 2017-18
296,2017-18,Forsyth,black,2017-18,Durham,black,233,808,0.223823247,259,722,0.26401631,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than black in Durham 2017-18
297,2017-18,Forsyth,black,2017-18,Guilford,black,233,808,0.223823247,515,1465,0.26010101,TRUE,black in Forsyth 2017-18 has a lower 8th Grade Math Score than black in Guilford 2017-18
298,2017-18,Forsyth,white,2016-17,Forsyth,white,932,518,0.642758621,1020,581,0.637101811,FALSE,white in Forsyth 2017-18 has a similar 8th Grade Math Score compared to white in Forsyth 2016-17
299,2017-18,Forsyth,white,2015-16,Forsyth,white,932,518,0.642758621,944,690,0.577723378,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than white in Forsyth 2015-16
300,2017-18,Forsyth,white,2014-15,Forsyth,white,932,518,0.642758621,1010,731,0.580126364,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than white in Forsyth 2014-15
301,2017-18,Forsyth,white,2017-18,Forsyth,black,932,518,0.642758621,233,808,0.223823247,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than black in Forsyth 2017-18
302,2017-18,Forsyth,white,2017-18,Forsyth,hispanic,932,518,0.642758621,277,751,0.269455253,TRUE,white in Forsyth 2017-18 has a higher 8th Grade Math Score than hispanic in Forsyth 2017-18
303,2017-18,Forsyth,white,2017-18,Durham,white,932,518,0.642758621,263,86,0.753581662,TRUE,white in Forsyth 2017-18 has a lower 8th Grade Math Score than white in Durham 2017-18
304,2017-18,Forsyth,white,2017-18,Guilford,white,932,518,0.642758621,1127,570,0.664113141,FALSE,white in Forsyth 2017-18 has a similar 8th Grade Math Score compared to white in Guilford 2017-18
305,2017-18,Forsyth,hispanic,2016-17,Forsyth,hispanic,277,751,0.269455253,268,817,0.247004608,FALSE,hispanic in Forsyth 2017-18 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2016-17
306,2017-18,Forsyth,hispanic,2015-16,Forsyth,hispanic,277,751,0.269455253,199,776,0.204102564,TRUE,hispanic in Forsyth 2017-18 has a higher 8th Grade Math Score than hispanic in Forsyth 2015-16
307,2017-18,Forsyth,hispanic,2014-15,Forsyth,hispanic,277,751,0.269455253,230,669,0.255839822,FALSE,hispanic in Forsyth 2017-18 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2014-15
308,2017-18,Forsyth,hispanic,2017-18,Forsyth,black,277,751,0.269455253,233,808,0.223823247,TRUE,hispanic in Forsyth 2017-18 has a higher 8th Grade Math Score than black in Forsyth 2017-18
309,2017-18,Forsyth,hispanic,2017-18,Forsyth,white,277,751,0.269455253,932,518,0.642758621,TRUE,hispanic in Forsyth 2017-18 has a lower 8th Grade Math Score than white in Forsyth 2017-18
310,2017-18,Forsyth,hispanic,2017-18,Durham,hispanic,277,751,0.269455253,169,465,0.266561514,FALSE,hispanic in Forsyth 2017-18 has a similar 8th Grade Math Score compared to hispanic in Durham 2017-18
311,2017-18,Forsyth,hispanic,2017-18,Guilford,hispanic,277,751,0.269455253,284,497,0.363636364,TRUE,hispanic in Forsyth 2017-18 has a lower 8th Grade Math Score than hispanic in Guilford 2017-18
312,2017-18,Forsyth,male,2016-17,Forsyth,male,797,1162,0.406840225,815,1290,0.387173397,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Forsyth 2016-17
313,2017-18,Forsyth,male,2015-16,Forsyth,male,797,1162,0.406840225,740,1311,0.36079961,TRUE,male in Forsyth 2017-18 has a higher 8th Grade Math Score than male in Forsyth 2015-16
314,2017-18,Forsyth,male,2014-15,Forsyth,male,797,1162,0.406840225,805,1325,0.377934272,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Forsyth 2014-15
315,2017-18,Forsyth,male,2017-18,Forsyth,female,797,1162,0.406840225,789,1055,0.427874187,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to female in Forsyth 2017-18
316,2017-18,Forsyth,male,2017-18,Durham,male,797,1162,0.406840225,370,709,0.342910102,TRUE,male in Forsyth 2017-18 has a higher 8th Grade Math Score than male in Durham 2017-18
317,2017-18,Forsyth,male,2017-18,Guilford,male,797,1162,0.406840225,1086,1494,0.420930233,FALSE,male in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Guilford 2017-18
318,2017-18,Forsyth,female,2016-17,Forsyth,female,789,1055,0.427874187,854,1213,0.413159168,FALSE,female in Forsyth 2017-18 has a similar 8th Grade Math Score compared to female in Forsyth 2016-17
319,2017-18,Forsyth,female,2015-16,Forsyth,female,789,1055,0.427874187,765,1238,0.381927109,TRUE,female in Forsyth 2017-18 has a higher 8th Grade Math Score than female in Forsyth 2015-16
320,2017-18,Forsyth,female,2014-15,Forsyth,female,789,1055,0.427874187,788,1201,0.396178984,FALSE,female in Forsyth 2017-18 has a similar 8th Grade Math Score compared to female in Forsyth 2014-15
321,2017-18,Forsyth,female,2017-18,Forsyth,male,789,1055,0.427874187,797,1162,0.406840225,FALSE,female in Forsyth 2017-18 has a similar 8th Grade Math Score compared to male in Forsyth 2017-18
322,2017-18,Forsyth,female,2017-18,Durham,female,789,1055,0.427874187,392,631,0.383186706,TRUE,female in Forsyth 2017-18 has a higher 8th Grade Math Score than female in Durham 2017-18
323,2017-18,Forsyth,female,2017-18,Guilford,female,789,1055,0.427874187,1160,1298,0.471928397,TRUE,female in Forsyth 2017-18 has a lower 8th Grade Math Score than female in Guilford 2017-18
324,2017-18,Forsyth,eds,2016-17,Forsyth,eds,390,1337,0.22582513,430,1600,0.21182266,FALSE,eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to eds in Forsyth 2016-17
325,2017-18,Forsyth,eds,2015-16,Forsyth,eds,390,1337,0.22582513,358,1516,0.191035219,TRUE,eds in Forsyth 2017-18 has a higher 8th Grade Math Score than eds in Forsyth 2015-16
326,2017-18,Forsyth,eds,2014-15,Forsyth,eds,390,1337,0.22582513,470,1799,0.207139709,FALSE,eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to eds in Forsyth 2014-15
327,2017-18,Forsyth,eds,2017-18,Forsyth,not_eds,390,1337,0.22582513,1196,880,0.5761079,TRUE,eds in Forsyth 2017-18 has a lower 8th Grade Math Score than not_eds in Forsyth 2017-18
328,2017-18,Forsyth,eds,2017-18,Durham,eds,390,1337,0.22582513,281,1008,0.217998448,FALSE,eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to eds in Durham 2017-18
329,2017-18,Forsyth,eds,2017-18,Guilford,eds,390,1337,0.22582513,622,1663,0.272210066,TRUE,eds in Forsyth 2017-18 has a lower 8th Grade Math Score than eds in Guilford 2017-18
330,2017-18,Forsyth,not_eds,2016-17,Forsyth,not_eds,1196,880,0.5761079,1236,906,0.577030812,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2016-17
331,2017-18,Forsyth,not_eds,2015-16,Forsyth,not_eds,1196,880,0.5761079,1149,1031,0.52706422,TRUE,not_eds in Forsyth 2017-18 has a higher 8th Grade Math Score than not_eds in Forsyth 2015-16
332,2017-18,Forsyth,not_eds,2014-15,Forsyth,not_eds,1196,880,0.5761079,1123,727,0.607027027,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2014-15
333,2017-18,Forsyth,not_eds,2017-18,Forsyth,eds,1196,880,0.5761079,390,1337,0.22582513,TRUE,not_eds in Forsyth 2017-18 has a higher 8th Grade Math Score than eds in Forsyth 2017-18
334,2017-18,Forsyth,not_eds,2017-18,Durham,not_eds,1196,880,0.5761079,481,332,0.591635916,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Durham 2017-18
335,2017-18,Forsyth,not_eds,2017-18,Guilford,not_eds,1196,880,0.5761079,1624,1129,0.589901925,FALSE,not_eds in Forsyth 2017-18 has a similar 8th Grade Math Score compared to not_eds in Guilford 2017-18
336,2017-18,Forsyth,ALL,2016-17,Forsyth,ALL,1586,2217,0.41703918,1669,2503,0.400047939,FALSE,ALL in Forsyth 2017-18 has a similar 8th Grade Math Score compared to ALL in Forsyth 2016-17
337,2017-18,Forsyth,ALL,2015-16,Forsyth,ALL,1586,2217,0.41703918,1504,2550,0.370991613,TRUE,ALL in Forsyth 2017-18 has a higher 8th Grade Math Score than ALL in Forsyth 2015-16
338,2017-18,Forsyth,ALL,2014-15,Forsyth,ALL,1586,2217,0.41703918,1594,2525,0.386987133,TRUE,ALL in Forsyth 2017-18 has a higher 8th Grade Math Score than ALL in Forsyth 2014-15
339,2017-18,Forsyth,ALL,2017-18,Durham,ALL,1586,2217,0.41703918,763,1339,0.362987631,TRUE,ALL in Forsyth 2017-18 has a higher 8th Grade Math Score than ALL in Durham 2017-18
340,2017-18,Forsyth,ALL,2017-18,Guilford,ALL,1586,2217,0.41703918,2247,2791,0.446010322,TRUE,ALL in Forsyth 2017-18 has a lower 8th Grade Math Score than ALL in Guilford 2017-18
341,2016-17,Forsyth,black,2017-18,Forsyth,black,231,965,0.193143813,233,808,0.223823247,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Forsyth 2017-18
342,2016-17,Forsyth,black,2015-16,Forsyth,black,231,965,0.193143813,229,930,0.197584124,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Forsyth 2015-16
343,2016-17,Forsyth,black,2014-15,Forsyth,black,231,965,0.193143813,217,989,0.179933665,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Forsyth 2014-15
344,2016-17,Forsyth,black,2016-17,Forsyth,white,231,965,0.193143813,1020,581,0.637101811,TRUE,black in Forsyth 2016-17 has a lower 8th Grade Math Score than white in Forsyth 2016-17
345,2016-17,Forsyth,black,2016-17,Forsyth,hispanic,231,965,0.193143813,268,817,0.247004608,TRUE,black in Forsyth 2016-17 has a lower 8th Grade Math Score than hispanic in Forsyth 2016-17
346,2016-17,Forsyth,black,2016-17,Durham,black,231,965,0.193143813,246,868,0.220825853,FALSE,black in Forsyth 2016-17 has a similar 8th Grade Math Score compared to black in Durham 2016-17
347,2016-17,Forsyth,black,2016-17,Guilford,black,231,965,0.193143813,536,1636,0.246777164,TRUE,black in Forsyth 2016-17 has a lower 8th Grade Math Score than black in Guilford 2016-17
348,2016-17,Forsyth,white,2017-18,Forsyth,white,1020,581,0.637101811,932,518,0.642758621,FALSE,white in Forsyth 2016-17 has a similar 8th Grade Math Score compared to white in Forsyth 2017-18
349,2016-17,Forsyth,white,2015-16,Forsyth,white,1020,581,0.637101811,944,690,0.577723378,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than white in Forsyth 2015-16
350,2016-17,Forsyth,white,2014-15,Forsyth,white,1020,581,0.637101811,1010,731,0.580126364,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than white in Forsyth 2014-15
351,2016-17,Forsyth,white,2016-17,Forsyth,black,1020,581,0.637101811,231,965,0.193143813,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than black in Forsyth 2016-17
352,2016-17,Forsyth,white,2016-17,Forsyth,hispanic,1020,581,0.637101811,268,817,0.247004608,TRUE,white in Forsyth 2016-17 has a higher 8th Grade Math Score than hispanic in Forsyth 2016-17
353,2016-17,Forsyth,white,2016-17,Durham,white,1020,581,0.637101811,294,123,0.705035971,TRUE,white in Forsyth 2016-17 has a lower 8th Grade Math Score than white in Durham 2016-17
354,2016-17,Forsyth,white,2016-17,Guilford,white,1020,581,0.637101811,1174,704,0.62513312,FALSE,white in Forsyth 2016-17 has a similar 8th Grade Math Score compared to white in Guilford 2016-17
355,2016-17,Forsyth,hispanic,2017-18,Forsyth,hispanic,268,817,0.247004608,277,751,0.269455253,FALSE,hispanic in Forsyth 2016-17 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2017-18
356,2016-17,Forsyth,hispanic,2015-16,Forsyth,hispanic,268,817,0.247004608,199,776,0.204102564,TRUE,hispanic in Forsyth 2016-17 has a higher 8th Grade Math Score than hispanic in Forsyth 2015-16
357,2016-17,Forsyth,hispanic,2014-15,Forsyth,hispanic,268,817,0.247004608,230,669,0.255839822,FALSE,hispanic in Forsyth 2016-17 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2014-15
358,2016-17,Forsyth,hispanic,2016-17,Forsyth,black,268,817,0.247004608,231,965,0.193143813,TRUE,hispanic in Forsyth 2016-17 has a higher 8th Grade Math Score than black in Forsyth 2016-17
359,2016-17,Forsyth,hispanic,2016-17,Forsyth,white,268,817,0.247004608,1020,581,0.637101811,TRUE,hispanic in Forsyth 2016-17 has a lower 8th Grade Math Score than white in Forsyth 2016-17
360,2016-17,Forsyth,hispanic,2016-17,Durham,hispanic,268,817,0.247004608,143,483,0.228434505,FALSE,hispanic in Forsyth 2016-17 has a similar 8th Grade Math Score compared to hispanic in Durham 2016-17
361,2016-17,Forsyth,hispanic,2016-17,Guilford,hispanic,268,817,0.247004608,252,512,0.329842932,TRUE,hispanic in Forsyth 2016-17 has a lower 8th Grade Math Score than hispanic in Guilford 2016-17
362,2016-17,Forsyth,male,2017-18,Forsyth,male,815,1290,0.387173397,797,1162,0.406840225,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2017-18
363,2016-17,Forsyth,male,2015-16,Forsyth,male,815,1290,0.387173397,740,1311,0.36079961,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2015-16
364,2016-17,Forsyth,male,2014-15,Forsyth,male,815,1290,0.387173397,805,1325,0.377934272,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2014-15
365,2016-17,Forsyth,male,2016-17,Forsyth,female,815,1290,0.387173397,854,1213,0.413159168,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Forsyth 2016-17
366,2016-17,Forsyth,male,2016-17,Durham,male,815,1290,0.387173397,349,754,0.316409791,TRUE,male in Forsyth 2016-17 has a higher 8th Grade Math Score than male in Durham 2016-17
367,2016-17,Forsyth,male,2016-17,Guilford,male,815,1290,0.387173397,1124,1687,0.399857702,FALSE,male in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Guilford 2016-17
368,2016-17,Forsyth,female,2017-18,Forsyth,female,854,1213,0.413159168,789,1055,0.427874187,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Forsyth 2017-18
369,2016-17,Forsyth,female,2015-16,Forsyth,female,854,1213,0.413159168,765,1238,0.381927109,TRUE,female in Forsyth 2016-17 has a higher 8th Grade Math Score than female in Forsyth 2015-16
370,2016-17,Forsyth,female,2014-15,Forsyth,female,854,1213,0.413159168,788,1201,0.396178984,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Forsyth 2014-15
371,2016-17,Forsyth,female,2016-17,Forsyth,male,854,1213,0.413159168,815,1290,0.387173397,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to male in Forsyth 2016-17
372,2016-17,Forsyth,female,2016-17,Durham,female,854,1213,0.413159168,419,783,0.348585691,TRUE,female in Forsyth 2016-17 has a higher 8th Grade Math Score than female in Durham 2016-17
373,2016-17,Forsyth,female,2016-17,Guilford,female,854,1213,0.413159168,1139,1479,0.435064935,FALSE,female in Forsyth 2016-17 has a similar 8th Grade Math Score compared to female in Guilford 2016-17
374,2016-17,Forsyth,eds,2017-18,Forsyth,eds,430,1600,0.21182266,390,1337,0.22582513,FALSE,eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to eds in Forsyth 2017-18
375,2016-17,Forsyth,eds,2015-16,Forsyth,eds,430,1600,0.21182266,358,1516,0.191035219,FALSE,eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to eds in Forsyth 2015-16
376,2016-17,Forsyth,eds,2014-15,Forsyth,eds,430,1600,0.21182266,470,1799,0.207139709,FALSE,eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to eds in Forsyth 2014-15
377,2016-17,Forsyth,eds,2016-17,Forsyth,not_eds,430,1600,0.21182266,1236,906,0.577030812,TRUE,eds in Forsyth 2016-17 has a lower 8th Grade Math Score than not_eds in Forsyth 2016-17
378,2016-17,Forsyth,eds,2016-17,Durham,eds,430,1600,0.21182266,251,1169,0.176760563,TRUE,eds in Forsyth 2016-17 has a higher 8th Grade Math Score than eds in Durham 2016-17
379,2016-17,Forsyth,eds,2016-17,Guilford,eds,430,1600,0.21182266,619,1970,0.239088451,TRUE,eds in Forsyth 2016-17 has a lower 8th Grade Math Score than eds in Guilford 2016-17
380,2016-17,Forsyth,not_eds,2017-18,Forsyth,not_eds,1236,906,0.577030812,1196,880,0.5761079,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2017-18
381,2016-17,Forsyth,not_eds,2015-16,Forsyth,not_eds,1236,906,0.577030812,1149,1031,0.52706422,TRUE,not_eds in Forsyth 2016-17 has a higher 8th Grade Math Score than not_eds in Forsyth 2015-16
382,2016-17,Forsyth,not_eds,2014-15,Forsyth,not_eds,1236,906,0.577030812,1123,727,0.607027027,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2014-15
383,2016-17,Forsyth,not_eds,2016-17,Forsyth,eds,1236,906,0.577030812,430,1600,0.21182266,TRUE,not_eds in Forsyth 2016-17 has a higher 8th Grade Math Score than eds in Forsyth 2016-17
384,2016-17,Forsyth,not_eds,2016-17,Durham,not_eds,1236,906,0.577030812,516,369,0.583050847,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Durham 2016-17
385,2016-17,Forsyth,not_eds,2016-17,Guilford,not_eds,1236,906,0.577030812,1644,1196,0.578873239,FALSE,not_eds in Forsyth 2016-17 has a similar 8th Grade Math Score compared to not_eds in Guilford 2016-17
386,2016-17,Forsyth,ALL,2017-18,Forsyth,ALL,1669,2503,0.400047939,1586,2217,0.41703918,FALSE,ALL in Forsyth 2016-17 has a similar 8th Grade Math Score compared to ALL in Forsyth 2017-18
387,2016-17,Forsyth,ALL,2015-16,Forsyth,ALL,1669,2503,0.400047939,1504,2550,0.370991613,TRUE,ALL in Forsyth 2016-17 has a higher 8th Grade Math Score than ALL in Forsyth 2015-16
388,2016-17,Forsyth,ALL,2014-15,Forsyth,ALL,1669,2503,0.400047939,1594,2525,0.386987133,FALSE,ALL in Forsyth 2016-17 has a similar 8th Grade Math Score compared to ALL in Forsyth 2014-15
389,2016-17,Forsyth,ALL,2016-17,Durham,ALL,1669,2503,0.400047939,768,1537,0.33318872,TRUE,ALL in Forsyth 2016-17 has a higher 8th Grade Math Score than ALL in Durham 2016-17
390,2016-17,Forsyth,ALL,2016-17,Guilford,ALL,1669,2503,0.400047939,2264,3165,0.417019709,FALSE,ALL in Forsyth 2016-17 has a similar 8th Grade Math Score compared to ALL in Guilford 2016-17
391,2015-16,Forsyth,black,2017-18,Forsyth,black,229,930,0.197584124,233,808,0.223823247,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2017-18
392,2015-16,Forsyth,black,2016-17,Forsyth,black,229,930,0.197584124,231,965,0.193143813,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2016-17
393,2015-16,Forsyth,black,2014-15,Forsyth,black,229,930,0.197584124,217,989,0.179933665,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2014-15
394,2015-16,Forsyth,black,2015-16,Forsyth,white,229,930,0.197584124,944,690,0.577723378,TRUE,black in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Forsyth 2015-16
395,2015-16,Forsyth,black,2015-16,Forsyth,hispanic,229,930,0.197584124,199,776,0.204102564,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2015-16
396,2015-16,Forsyth,black,2015-16,Durham,black,229,930,0.197584124,282,984,0.222748815,FALSE,black in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Durham 2015-16
397,2015-16,Forsyth,black,2015-16,Guilford,black,229,930,0.197584124,538,1640,0.247015611,TRUE,black in Forsyth 2015-16 has a lower 8th Grade Math Score than black in Guilford 2015-16
398,2015-16,Forsyth,white,2017-18,Forsyth,white,944,690,0.577723378,932,518,0.642758621,TRUE,white in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Forsyth 2017-18
399,2015-16,Forsyth,white,2016-17,Forsyth,white,944,690,0.577723378,1020,581,0.637101811,TRUE,white in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Forsyth 2016-17
400,2015-16,Forsyth,white,2014-15,Forsyth,white,944,690,0.577723378,1010,731,0.580126364,FALSE,white in Forsyth 2015-16 has a similar 8th Grade Math Score compared to white in Forsyth 2014-15
401,2015-16,Forsyth,white,2015-16,Forsyth,black,944,690,0.577723378,229,930,0.197584124,TRUE,white in Forsyth 2015-16 has a higher 8th Grade Math Score than black in Forsyth 2015-16
402,2015-16,Forsyth,white,2015-16,Forsyth,hispanic,944,690,0.577723378,199,776,0.204102564,TRUE,white in Forsyth 2015-16 has a higher 8th Grade Math Score than hispanic in Forsyth 2015-16
403,2015-16,Forsyth,white,2015-16,Durham,white,944,690,0.577723378,272,145,0.652278177,TRUE,white in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Durham 2015-16
404,2015-16,Forsyth,white,2015-16,Guilford,white,944,690,0.577723378,1195,684,0.635976583,TRUE,white in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Guilford 2015-16
405,2015-16,Forsyth,hispanic,2017-18,Forsyth,hispanic,199,776,0.204102564,277,751,0.269455253,TRUE,hispanic in Forsyth 2015-16 has a lower 8th Grade Math Score than hispanic in Forsyth 2017-18
406,2015-16,Forsyth,hispanic,2016-17,Forsyth,hispanic,199,776,0.204102564,268,817,0.247004608,TRUE,hispanic in Forsyth 2015-16 has a lower 8th Grade Math Score than hispanic in Forsyth 2016-17
407,2015-16,Forsyth,hispanic,2014-15,Forsyth,hispanic,199,776,0.204102564,230,669,0.255839822,TRUE,hispanic in Forsyth 2015-16 has a lower 8th Grade Math Score than hispanic in Forsyth 2014-15
408,2015-16,Forsyth,hispanic,2015-16,Forsyth,black,199,776,0.204102564,229,930,0.197584124,FALSE,hispanic in Forsyth 2015-16 has a similar 8th Grade Math Score compared to black in Forsyth 2015-16
409,2015-16,Forsyth,hispanic,2015-16,Forsyth,white,199,776,0.204102564,944,690,0.577723378,TRUE,hispanic in Forsyth 2015-16 has a lower 8th Grade Math Score than white in Forsyth 2015-16
410,2015-16,Forsyth,hispanic,2015-16,Durham,hispanic,199,776,0.204102564,156,461,0.252836305,TRUE,hispanic in Forsyth 2015-16 has a lower 8th Grade Math Score than hispanic in Durham 2015-16
