geo_description,label,year,description,estimate,moe,se,cv
Forsyth ,HC01_EST_VC01,2006,Total; Estimate; Total population,332355,NA,NA,NA
Forsyth ,HC03_EST_VC37,2009,Female; Estimate; Total population - SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2009,Total; Estimate; Total population - PERCENT IMPUTED - Sex,0.1,NA,NA,NA
Forsyth ,HC02_EST_VC39,2009,Male; Estimate; Total population - PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2009,Female; Estimate; Total population - PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC40,2009,Total; Estimate; Total population - PERCENT IMPUTED - Age,0.8,NA,NA,NA
Forsyth ,HC02_EST_VC40,2009,Male; Estimate; Total population - PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC40,2009,Female; Estimate; Total population - PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2010,Total; Estimate; Total population,351335,NA,NA,NA
Forsyth ,HC02_EST_VC01,2010,Male; Estimate; Total population,166475,672,342.86,0.21
Forsyth ,HC03_EST_VC01,2010,Female; Estimate; Total population,184860,672,342.86,0.19
Forsyth ,HC01_EST_VC03,2010,Total; Estimate; AGE - Under 5 years,6.8,0.12,0.06,0.88
Forsyth ,HC02_EST_VC03,2010,Male; Estimate; AGE - Under 5 years,7.4,0.12,0.06,0.81
Forsyth ,HC03_EST_VC03,2010,Female; Estimate; AGE - Under 5 years,6.2,0.12,0.06,0.97
Forsyth ,HC01_EST_VC04,2010,Total; Estimate; AGE - 5 to 9 years,6.2,0.6,0.31,5
Forsyth ,HC02_EST_VC04,2010,Male; Estimate; AGE - 5 to 9 years,5.9,0.71,0.36,6.1
Forsyth ,HC03_EST_VC04,2010,Female; Estimate; AGE - 5 to 9 years,6.5,0.95,0.48,7.38
Forsyth ,HC01_EST_VC05,2010,Total; Estimate; AGE - 10 to 14 years,7.3,0.6,0.31,4.25
Forsyth ,HC02_EST_VC05,2010,Male; Estimate; AGE - 10 to 14 years,8.7,0.71,0.36,4.14
Forsyth ,HC03_EST_VC05,2010,Female; Estimate; AGE - 10 to 14 years,6,0.95,0.48,8
Forsyth ,HC01_EST_VC06,2010,Total; Estimate; AGE - 15 to 19 years,7.3,0.24,0.12,1.64
Forsyth ,HC02_EST_VC06,2010,Male; Estimate; AGE - 15 to 19 years,7.6,0.36,0.18,2.37
Forsyth ,HC03_EST_VC06,2010,Female; Estimate; AGE - 15 to 19 years,7,0.36,0.18,2.57
Forsyth ,HC01_EST_VC07,2010,Total; Estimate; AGE - 20 to 24 years,6.7,0.24,0.12,1.79
Forsyth ,HC02_EST_VC07,2010,Male; Estimate; AGE - 20 to 24 years,6.7,0.36,0.18,2.69
Forsyth ,HC03_EST_VC07,2010,Female; Estimate; AGE - 20 to 24 years,6.8,0.36,0.18,2.65
Forsyth ,HC01_EST_VC08,2010,Total; Estimate; AGE - 25 to 29 years,6.3,0.12,0.06,0.95
Forsyth ,HC02_EST_VC08,2010,Male; Estimate; AGE - 25 to 29 years,6.2,0.12,0.06,0.97
Forsyth ,HC03_EST_VC08,2010,Female; Estimate; AGE - 25 to 29 years,6.4,0.24,0.12,1.88
Forsyth ,HC01_EST_VC09,2010,Total; Estimate; AGE - 30 to 34 years,6.5,0.24,0.12,1.85
Forsyth ,HC02_EST_VC09,2010,Male; Estimate; AGE - 30 to 34 years,6.7,0.24,0.12,1.79
Forsyth ,HC03_EST_VC09,2010,Female; Estimate; AGE - 30 to 34 years,6.4,0.24,0.12,1.88
Forsyth ,HC01_EST_VC10,2010,Total; Estimate; AGE - 35 to 39 years,6.4,0.71,0.36,5.62
Forsyth ,HC02_EST_VC10,2010,Male; Estimate; AGE - 35 to 39 years,6.8,1.07,0.55,8.09
Forsyth ,HC03_EST_VC10,2010,Female; Estimate; AGE - 35 to 39 years,6.1,0.83,0.42,6.89
Forsyth ,HC01_EST_VC11,2010,Total; Estimate; AGE - 40 to 44 years,7.2,0.71,0.36,5
Forsyth ,HC02_EST_VC11,2010,Male; Estimate; AGE - 40 to 44 years,7,1.19,0.61,8.71
Forsyth ,HC03_EST_VC11,2010,Female; Estimate; AGE - 40 to 44 years,7.3,0.83,0.42,5.75
Forsyth ,HC01_EST_VC12,2010,Total; Estimate; AGE - 45 to 49 years,7.3,0.24,0.12,1.64
Forsyth ,HC02_EST_VC12,2010,Male; Estimate; AGE - 45 to 49 years,7.3,0.24,0.12,1.64
Forsyth ,HC03_EST_VC12,2010,Female; Estimate; AGE - 45 to 49 years,7.2,0.36,0.18,2.5
Forsyth ,HC01_EST_VC13,2010,Total; Estimate; AGE - 50 to 54 years,7.2,0.12,0.06,0.83
Forsyth ,HC02_EST_VC13,2010,Male; Estimate; AGE - 50 to 54 years,7.1,0.12,0.06,0.85
Forsyth ,HC03_EST_VC13,2010,Female; Estimate; AGE - 50 to 54 years,7.2,0.24,0.12,1.67
Forsyth ,HC01_EST_VC14,2010,Total; Estimate; AGE - 55 to 59 years,5.9,0.6,0.31,5.25
Forsyth ,HC02_EST_VC14,2010,Male; Estimate; AGE - 55 to 59 years,5.8,0.83,0.42,7.24
Forsyth ,HC03_EST_VC14,2010,Female; Estimate; AGE - 55 to 59 years,5.9,0.71,0.36,6.1
Forsyth ,HC01_EST_VC15,2010,Total; Estimate; AGE - 60 to 64 years,6,0.48,0.24,4
Forsyth ,HC02_EST_VC15,2010,Male; Estimate; AGE - 60 to 64 years,5.7,0.71,0.36,6.32
Forsyth ,HC03_EST_VC15,2010,Female; Estimate; AGE - 60 to 64 years,6.3,0.71,0.36,5.71
Forsyth ,HC01_EST_VC16,2010,Total; Estimate; AGE - 65 to 69 years,4.2,0.36,0.18,4.29
Forsyth ,HC02_EST_VC16,2010,Male; Estimate; AGE - 65 to 69 years,4,0.6,0.31,7.75
Forsyth ,HC03_EST_VC16,2010,Female; Estimate; AGE - 65 to 69 years,4.3,0.48,0.24,5.58
Forsyth ,HC01_EST_VC17,2010,Total; Estimate; AGE - 70 to 74 years,2.8,0.36,0.18,6.43
Forsyth ,HC02_EST_VC17,2010,Male; Estimate; AGE - 70 to 74 years,2.5,0.6,0.31,12.4
Forsyth ,HC03_EST_VC17,2010,Female; Estimate; AGE - 70 to 74 years,3,0.48,0.24,8
Forsyth ,HC01_EST_VC18,2010,Total; Estimate; AGE - 75 to 79 years,2.3,0.36,0.18,7.83
Forsyth ,HC02_EST_VC18,2010,Male; Estimate; AGE - 75 to 79 years,1.9,0.48,0.24,12.63
Forsyth ,HC03_EST_VC18,2010,Female; Estimate; AGE - 75 to 79 years,2.8,0.48,0.24,8.57
Forsyth ,HC01_EST_VC19,2010,Total; Estimate; AGE - 80 to 84 years,1.7,0.36,0.18,10.59
Forsyth ,HC02_EST_VC19,2010,Male; Estimate; AGE - 80 to 84 years,1.5,0.36,0.18,12
Forsyth ,HC03_EST_VC19,2010,Female; Estimate; AGE - 80 to 84 years,1.9,0.48,0.24,12.63
Forsyth ,HC01_EST_VC20,2010,Total; Estimate; AGE - 85 years and over,2.1,0.36,0.18,8.57
Forsyth ,HC02_EST_VC20,2010,Male; Estimate; AGE - 85 years and over,1.4,0.48,0.24,17.14
Forsyth ,HC03_EST_VC20,2010,Female; Estimate; AGE - 85 years and over,2.7,0.6,0.31,11.48
Forsyth ,HC01_EST_VC23,2010,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.5,0.12,0.06,0.44
Forsyth ,HC02_EST_VC23,2010,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.6,0.24,0.12,0.82
Forsyth ,HC03_EST_VC23,2010,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.5,0.24,0.12,0.96
Forsyth ,HC01_EST_VC24,2010,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.1,0.12,0.06,1.46
Forsyth ,HC02_EST_VC24,2010,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.4,0.12,0.06,1.36
Forsyth ,HC03_EST_VC24,2010,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.8,0.12,0.06,1.58
Forsyth ,HC01_EST_VC25,2010,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.9,0.12,0.06,0.61
Forsyth ,HC02_EST_VC25,2010,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.8,0.12,0.06,0.61
Forsyth ,HC03_EST_VC25,2010,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10,0.24,0.12,1.2
Forsyth ,HC01_EST_VC26,2010,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,40.5,0.24,0.12,0.3
Forsyth ,HC02_EST_VC26,2010,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,41,0.24,0.12,0.29
Forsyth ,HC03_EST_VC26,2010,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,40,0.48,0.24,0.6
Forsyth ,HC01_EST_VC27,2010,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,78.7,0.36,0.18,0.23
Forsyth ,HC02_EST_VC27,2010,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,76.5,0.6,0.31,0.41
Forsyth ,HC03_EST_VC27,2010,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,80.6,0.36,0.18,0.22
Forsyth ,HC01_EST_VC28,2010,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,75.7,0.12,0.06,0.08
Forsyth ,HC02_EST_VC28,2010,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,73.6,0.24,0.12,0.16
Forsyth ,HC03_EST_VC28,2010,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,77.5,0.24,0.12,0.15
Forsyth ,HC01_EST_VC29,2010,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,19,0.48,0.24,1.26
Forsyth ,HC02_EST_VC29,2010,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,16.9,0.71,0.36,2.13
Forsyth ,HC03_EST_VC29,2010,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,20.9,0.71,0.36,1.72
Forsyth ,HC01_EST_VC30,2010,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,16.5,0.48,0.24,1.45
Forsyth ,HC02_EST_VC30,2010,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,14.8,0.71,0.36,2.43
Forsyth ,HC03_EST_VC30,2010,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,18.1,0.71,0.36,1.99
Forsyth ,HC01_EST_VC31,2010,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,13,0.12,0.06,0.46
Forsyth ,HC02_EST_VC31,2010,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,11.2,0.12,0.06,0.54
Forsyth ,HC03_EST_VC31,2010,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,14.6,0.24,0.12,0.82
Forsyth ,HC01_EST_VC32,2010,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.1,0.12,0.06,0.98
Forsyth ,HC02_EST_VC32,2010,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,4.7,0.12,0.06,1.28
Forsyth ,HC03_EST_VC32,2010,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.3,0.24,0.12,1.64
Forsyth ,HC01_EST_VC35,2010,Total; Estimate; SUMMARY INDICATORS - Median age (years),37.5,0.48,0.24,0.64
Forsyth ,HC02_EST_VC35,2010,Male; Estimate; SUMMARY INDICATORS - Median age (years),35.6,0.48,0.24,0.67
Forsyth ,HC03_EST_VC35,2010,Female; Estimate; SUMMARY INDICATORS - Median age (years),38.9,0.6,0.31,0.8
Forsyth ,HC01_EST_VC36,2010,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.1,0.71,0.36,0.4
Forsyth ,HC02_EST_VC36,2010,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2010,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2010,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,59.5,0.48,0.24,0.4
Forsyth ,HC02_EST_VC37,2010,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2010,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2010,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,20.7,0.24,0.12,0.58
Forsyth ,HC02_EST_VC38,2010,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2010,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2010,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,38.8,0.24,0.12,0.31
Forsyth ,HC02_EST_VC39,2010,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2010,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2010,Total; Estimate; PERCENT IMPUTED - Sex,0.1,NA,NA,NA
Forsyth ,HC02_EST_VC42,2010,Male; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2010,Female; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2010,Total; Estimate; PERCENT IMPUTED - Age,0.6,NA,NA,NA
Forsyth ,HC02_EST_VC43,2010,Male; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2010,Female; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2011,Total; Estimate; Total population,354952,NA,NA,NA
Forsyth ,HC02_EST_VC01,2011,Male; Estimate; Total population,168449,470.64,240.12,0.14
Forsyth ,HC03_EST_VC01,2011,Female; Estimate; Total population,186503,470.64,240.12,0.13
Forsyth ,HC01_EST_VC03,2011,Total; Estimate; AGE - Under 5 years,6.7,0.12,0.06,0.9
Forsyth ,HC02_EST_VC03,2011,Male; Estimate; AGE - Under 5 years,7.2,0.24,0.12,1.67
Forsyth ,HC03_EST_VC03,2011,Female; Estimate; AGE - Under 5 years,6.2,0.12,0.06,0.97
Forsyth ,HC01_EST_VC04,2011,Total; Estimate; AGE - 5 to 9 years,6.4,0.48,0.24,3.75
Forsyth ,HC02_EST_VC04,2011,Male; Estimate; AGE - 5 to 9 years,7.4,0.95,0.48,6.49
Forsyth ,HC03_EST_VC04,2011,Female; Estimate; AGE - 5 to 9 years,5.6,0.71,0.36,6.43
Forsyth ,HC01_EST_VC05,2011,Total; Estimate; AGE - 10 to 14 years,7.2,0.6,0.31,4.31
Forsyth ,HC02_EST_VC05,2011,Male; Estimate; AGE - 10 to 14 years,7.3,0.95,0.48,6.58
Forsyth ,HC03_EST_VC05,2011,Female; Estimate; AGE - 10 to 14 years,7.1,0.71,0.36,5.07
Forsyth ,HC01_EST_VC06,2011,Total; Estimate; AGE - 15 to 19 years,7.1,0.48,0.24,3.38
Forsyth ,HC02_EST_VC06,2011,Male; Estimate; AGE - 15 to 19 years,7.1,0.36,0.18,2.54
Forsyth ,HC03_EST_VC06,2011,Female; Estimate; AGE - 15 to 19 years,7.1,0.71,0.36,5.07
Forsyth ,HC01_EST_VC07,2011,Total; Estimate; AGE - 20 to 24 years,6.9,0.48,0.24,3.48
Forsyth ,HC02_EST_VC07,2011,Male; Estimate; AGE - 20 to 24 years,6.9,0.48,0.24,3.48
Forsyth ,HC03_EST_VC07,2011,Female; Estimate; AGE - 20 to 24 years,7,0.71,0.36,5.14
Forsyth ,HC01_EST_VC08,2011,Total; Estimate; AGE - 25 to 29 years,6.4,0.24,0.12,1.88
Forsyth ,HC02_EST_VC08,2011,Male; Estimate; AGE - 25 to 29 years,6.5,0.36,0.18,2.77
Forsyth ,HC03_EST_VC08,2011,Female; Estimate; AGE - 25 to 29 years,6.3,0.12,0.06,0.95
Forsyth ,HC01_EST_VC09,2011,Total; Estimate; AGE - 30 to 34 years,6.4,0.12,0.06,0.94
Forsyth ,HC02_EST_VC09,2011,Male; Estimate; AGE - 30 to 34 years,6.5,0.24,0.12,1.85
Forsyth ,HC03_EST_VC09,2011,Female; Estimate; AGE - 30 to 34 years,6.4,0.24,0.12,1.88
Forsyth ,HC01_EST_VC10,2011,Total; Estimate; AGE - 35 to 39 years,6.6,0.71,0.36,5.45
Forsyth ,HC02_EST_VC10,2011,Male; Estimate; AGE - 35 to 39 years,6.5,0.95,0.48,7.38
Forsyth ,HC03_EST_VC10,2011,Female; Estimate; AGE - 35 to 39 years,6.8,0.95,0.48,7.06
Forsyth ,HC01_EST_VC11,2011,Total; Estimate; AGE - 40 to 44 years,6.7,0.71,0.36,5.37
Forsyth ,HC02_EST_VC11,2011,Male; Estimate; AGE - 40 to 44 years,7,0.95,0.48,6.86
Forsyth ,HC03_EST_VC11,2011,Female; Estimate; AGE - 40 to 44 years,6.5,0.95,0.48,7.38
Forsyth ,HC01_EST_VC12,2011,Total; Estimate; AGE - 45 to 49 years,7.1,0.24,0.12,1.69
Forsyth ,HC02_EST_VC12,2011,Male; Estimate; AGE - 45 to 49 years,7.3,0.24,0.12,1.64
Forsyth ,HC03_EST_VC12,2011,Female; Estimate; AGE - 45 to 49 years,6.9,0.36,0.18,2.61
Forsyth ,HC01_EST_VC13,2011,Total; Estimate; AGE - 50 to 54 years,7,0.12,0.06,0.86
Forsyth ,HC02_EST_VC13,2011,Male; Estimate; AGE - 50 to 54 years,6.8,0.24,0.12,1.76
Forsyth ,HC03_EST_VC13,2011,Female; Estimate; AGE - 50 to 54 years,7.2,0.12,0.06,0.83
Forsyth ,HC01_EST_VC14,2011,Total; Estimate; AGE - 55 to 59 years,6.7,0.6,0.31,4.63
Forsyth ,HC02_EST_VC14,2011,Male; Estimate; AGE - 55 to 59 years,6.4,0.71,0.36,5.62
Forsyth ,HC03_EST_VC14,2011,Female; Estimate; AGE - 55 to 59 years,7,0.71,0.36,5.14
Forsyth ,HC01_EST_VC15,2011,Total; Estimate; AGE - 60 to 64 years,5.4,0.6,0.31,5.74
Forsyth ,HC02_EST_VC15,2011,Male; Estimate; AGE - 60 to 64 years,5.3,0.71,0.36,6.79
Forsyth ,HC03_EST_VC15,2011,Female; Estimate; AGE - 60 to 64 years,5.5,0.71,0.36,6.55
Forsyth ,HC01_EST_VC16,2011,Total; Estimate; AGE - 65 to 69 years,4,0.36,0.18,4.5
Forsyth ,HC02_EST_VC16,2011,Male; Estimate; AGE - 65 to 69 years,4,0.48,0.24,6
Forsyth ,HC03_EST_VC16,2011,Female; Estimate; AGE - 65 to 69 years,4,0.48,0.24,6
Forsyth ,HC01_EST_VC17,2011,Total; Estimate; AGE - 70 to 74 years,3.1,0.48,0.24,7.74
Forsyth ,HC02_EST_VC17,2011,Male; Estimate; AGE - 70 to 74 years,2.8,0.6,0.31,11.07
Forsyth ,HC03_EST_VC17,2011,Female; Estimate; AGE - 70 to 74 years,3.4,0.48,0.24,7.06
Forsyth ,HC01_EST_VC18,2011,Total; Estimate; AGE - 75 to 79 years,2.4,0.36,0.18,7.5
Forsyth ,HC02_EST_VC18,2011,Male; Estimate; AGE - 75 to 79 years,2.5,0.48,0.24,9.6
Forsyth ,HC03_EST_VC18,2011,Female; Estimate; AGE - 75 to 79 years,2.3,0.48,0.24,10.43
Forsyth ,HC01_EST_VC19,2011,Total; Estimate; AGE - 80 to 84 years,2,0.36,0.18,9
Forsyth ,HC02_EST_VC19,2011,Male; Estimate; AGE - 80 to 84 years,1.2,0.36,0.18,15
Forsyth ,HC03_EST_VC19,2011,Female; Estimate; AGE - 80 to 84 years,2.6,0.48,0.24,9.23
Forsyth ,HC01_EST_VC20,2011,Total; Estimate; AGE - 85 years and over,1.7,0.24,0.12,7.06
Forsyth ,HC02_EST_VC20,2011,Male; Estimate; AGE - 85 years and over,1.2,0.36,0.18,15
Forsyth ,HC03_EST_VC20,2011,Female; Estimate; AGE - 85 years and over,2.2,0.48,0.24,10.91
Forsyth ,HC01_EST_VC23,2011,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.6,0.12,0.06,0.44
Forsyth ,HC02_EST_VC23,2011,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.7,0.24,0.12,0.82
Forsyth ,HC03_EST_VC23,2011,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.6,0.24,0.12,0.95
Forsyth ,HC01_EST_VC24,2011,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.9,0.12,0.06,1.54
Forsyth ,HC02_EST_VC24,2011,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.1,0.12,0.06,1.46
Forsyth ,HC03_EST_VC24,2011,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.7,0.12,0.06,1.62
Forsyth ,HC01_EST_VC25,2011,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.1,0.12,0.06,0.59
Forsyth ,HC02_EST_VC25,2011,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.9,0.24,0.12,1.21
Forsyth ,HC03_EST_VC25,2011,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.4,0.24,0.12,1.15
Forsyth ,HC01_EST_VC26,2011,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,40.2,0.24,0.12,0.3
Forsyth ,HC02_EST_VC26,2011,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,40.4,0.24,0.12,0.3
Forsyth ,HC03_EST_VC26,2011,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.9,0.36,0.18,0.45
Forsyth ,HC01_EST_VC27,2011,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,78.7,0.36,0.18,0.23
Forsyth ,HC02_EST_VC27,2011,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,77.1,0.48,0.24,0.31
Forsyth ,HC03_EST_VC27,2011,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,80.2,0.48,0.24,0.3
Forsyth ,HC01_EST_VC28,2011,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,75.8,0.12,0.06,0.08
Forsyth ,HC02_EST_VC28,2011,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,73.9,0.24,0.12,0.16
Forsyth ,HC03_EST_VC28,2011,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,77.5,0.24,0.12,0.15
Forsyth ,HC01_EST_VC29,2011,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,18.7,0.6,0.31,1.66
Forsyth ,HC02_EST_VC29,2011,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,17.1,0.71,0.36,2.11
Forsyth ,HC03_EST_VC29,2011,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,20.1,0.71,0.36,1.79
Forsyth ,HC01_EST_VC30,2011,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,16.5,0.48,0.24,1.45
Forsyth ,HC02_EST_VC30,2011,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,14.7,0.6,0.31,2.11
Forsyth ,HC03_EST_VC30,2011,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,18.1,0.6,0.31,1.71
Forsyth ,HC01_EST_VC31,2011,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,13.3,0.12,0.06,0.45
Forsyth ,HC02_EST_VC31,2011,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,11.7,0.24,0.12,1.03
Forsyth ,HC03_EST_VC31,2011,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,14.7,0.24,0.12,0.82
Forsyth ,HC01_EST_VC32,2011,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.1,0.12,0.06,0.98
Forsyth ,HC02_EST_VC32,2011,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,4.9,0.12,0.06,1.22
Forsyth ,HC03_EST_VC32,2011,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.2,0.12,0.06,0.83
Forsyth ,HC01_EST_VC35,2011,Total; Estimate; SUMMARY INDICATORS - Median age (years),37.1,0.48,0.24,0.65
Forsyth ,HC02_EST_VC35,2011,Male; Estimate; SUMMARY INDICATORS - Median age (years),35.6,0.36,0.18,0.51
Forsyth ,HC03_EST_VC35,2011,Female; Estimate; SUMMARY INDICATORS - Median age (years),38.3,0.6,0.31,0.81
Forsyth ,HC01_EST_VC36,2011,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.3,0.48,0.24,0.27
Forsyth ,HC02_EST_VC36,2011,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2011,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2011,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,60,0.48,0.24,0.4
Forsyth ,HC02_EST_VC37,2011,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2011,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2011,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,21.2,0.24,0.12,0.57
Forsyth ,HC02_EST_VC38,2011,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2011,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2011,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,38.7,0.24,0.12,0.31
Forsyth ,HC02_EST_VC39,2011,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2011,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2011,Total; Estimate; PERCENT IMPUTED - Sex,0.1,NA,NA,NA
Forsyth ,HC02_EST_VC42,2011,Male; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2011,Female; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2011,Total; Estimate; PERCENT IMPUTED - Age,0.6,NA,NA,NA
Forsyth ,HC02_EST_VC43,2011,Male; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2011,Female; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2012,Total; Estimate; Total population,358137,NA,NA,NA
Forsyth ,HC02_EST_VC01,2012,Male; Estimate; Total population,170838,561.19,286.32,0.17
Forsyth ,HC03_EST_VC01,2012,Female; Estimate; Total population,187299,561.19,286.32,0.15
