name,label,concept,predicateType,group,limit,attributes,required
S0504_C01_132E,Total!!Estimate!!ROOMS!!6 or 7 rooms,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_132M,S0504_C01_132EA",NA
S0503_C03_089E,"Foreign born; Born in Northern and Western Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$10,000 to $14,999",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_089M,S0503_C03_089EA",NA
S0504_C01_133E,Total!!Estimate!!ROOMS!!8 or more rooms,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_133M,S0504_C01_133EA",NA
S0503_C03_088E,"Foreign born; Born in Northern and Western Europe!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$1 to $9,999 or loss",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_088M,S0503_C03_088EA",NA
S2411_C02_018E,Median earnings (dollars) for male!!Estimate!!Service occupations,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_018M,S2411_C02_018EA",NA
S2402_C04_021E,"Female!!Estimate!!Service occupations!!Protective service occupations!!Fire fighting and prevention, and other protective service workers including supervisors","OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_021M,S2402_C04_021EA",NA
S1301_C04_019E,"Women with births in the past 12 months!!Rate per 1,000 women!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree",FERTILITY,int,S1301,0,"S1301_C04_019M,S1301_C04_019EA",NA
S0503_C03_080E,Foreign born; Born in Northern and Western Europe!!Estimate!!INDUSTRY!!Information,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_080M,S0503_C03_080EA",NA
S0504_C01_129E,Total!!Estimate!!ROOMS!!1 room,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_129M,S0504_C01_129EA",NA
S2601A_C02_100E,Total group quarters population!!Estimate!!With earnings!!Female,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_100M,S2601A_C02_100EA",NA
S1603_C06_009E,Speak a language other than English at home!!Speak Spanish at home!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 5 years and over for whom poverty status is determined,CHARACTERISTICS OF PEOPLE BY LANGUAGE SPOKEN AT HOME,int,S1603,0,"S1603_C06_009M,S1603_C06_009EA",NA
S1002_C03_012E,Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!SEX!!Male,GRANDPARENTS,int,S1002,0,"S1002_C03_012M,S1002_C03_012EA",NA
S2402_C04_022E,Female!!Estimate!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_022M,S2402_C04_022EA",NA
S2411_C02_019E,Median earnings (dollars) for male!!Estimate!!Service occupations!!Healthcare support occupations,OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_019M,S2411_C02_019EA",NA
S0503_C03_081E,"Foreign born; Born in Northern and Western Europe!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_081M,S0503_C03_081EA",NA
S1002_C03_013E,Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!SEX!!Female,GRANDPARENTS,int,S1002,0,"S1002_C03_013M,S1002_C03_013EA",NA
S2601A_C02_101E,Total group quarters population!!Estimate!!Mean earnings (dollars)!!Male,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_101M,S2601A_C02_101EA",NA
S2401_C04_036E,"Female!!Estimate!!Production, transportation, and material moving occupations!!Material moving occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2401,0,"S2401_C04_036M,S2401_C04_036EA",NA
S0504_C01_128E,Total!!Estimate!!Average household size of renter-occupied unit,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_128M,S0504_C01_128EA",NA
S1603_C06_008E,Speak a language other than English at home!!Speak Spanish at home!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen,CHARACTERISTICS OF PEOPLE BY LANGUAGE SPOKEN AT HOME,int,S1603,0,"S1603_C06_008M,S1603_C06_008EA",NA
S0502_C04_038E,Foreign born; Entered before 2000!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Never married,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_038M,S0502_C04_038EA",NA
S0501_C04_130E,Foreign born; Naturalized citizen!!Estimate!!SELECTED CHARACTERISTICS!!No telephone service available,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_130M,S0501_C04_130EA",NA
S0501_C05_098E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_098M,S0501_C05_098EA",NA
S2402_C04_023E,Female!!Estimate!!Service occupations!!Food preparation and serving related occupations,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_023M,S2402_C04_023EA",NA
S1702_C05_001E,"Female householder, no husband present!!Total!!Estimate!!Families",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_001M,S1702_C05_001EA",NA
S2401_C04_035E,"Female!!Estimate!!Production, transportation, and material moving occupations!!Transportation occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2401,0,"S2401_C04_035M,S2401_C04_035EA",NA
S1002_C03_010E,Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!Hispanic or Latino origin (of any race),GRANDPARENTS,int,S1002,0,"S1002_C03_010M,S1002_C03_010EA",NA
S1301_C04_017E,"Women with births in the past 12 months!!Rate per 1,000 women!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate",FERTILITY,int,S1301,0,"S1301_C04_017M,S1301_C04_017EA",NA
S0502_C04_039E,"Foreign born; Entered before 2000!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_039M,S0502_C04_039EA",NA
S1301_C04_018E,"Women with births in the past 12 months!!Rate per 1,000 women!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency)",FERTILITY,int,S1301,0,"S1301_C04_018M,S1301_C04_018EA",NA
S0501_C04_131E,Foreign born; Naturalized citizen!!Estimate!!SELECTED CHARACTERISTICS!!Limited English Speaking Households,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_131M,S0501_C04_131EA",NA
S2402_C04_024E,Female!!Estimate!!Service occupations!!Building and grounds cleaning and maintenance occupations,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_024M,S2402_C04_024EA",NA
S0501_C05_099E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With retirement income!!Mean retirement income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_099M,S0501_C05_099EA",NA
S1702_C05_002E,"Female householder, no husband present!!Total!!Estimate!!With related children of householder under 18 years",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_002M,S1702_C05_002EA",NA
S2401_C04_034E,"Female!!Estimate!!Production, transportation, and material moving occupations!!Production occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2401,0,"S2401_C04_034M,S2401_C04_034EA",NA
S1002_C03_011E,"Percent distribution of grandparents responsible for grandchildren!!30 to 59 years!!Estimate!!White alone, not Hispanic or Latino",GRANDPARENTS,int,S1002,0,"S1002_C03_011M,S1002_C03_011EA",NA
S1501_C03_019E,Males!!Estimate!!Population 35 to 44 years,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C03_019M,S1501_C03_019EA",NA
S2601A_C02_105E,Total group quarters population!!Estimate!!With Food Stamp/SNAP benefits,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_105M,S2601A_C02_105EA",NA
S0501_C04_132E,Foreign born; Naturalized citizen!!Estimate!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_132M,S0501_C04_132EA",NA
S2402_C04_025E,Female!!Estimate!!Service occupations!!Personal care and service occupations,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_025M,S2402_C04_025EA",NA
S0503_C03_084E,"Foreign born; Born in Northern and Western Europe!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_084M,S0503_C03_084EA",NA
S2411_C02_014E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Arts, design, entertainment, sports, and media occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_014M,S2411_C02_014EA",NA
S2601A_C02_104E,Total group quarters population!!Estimate!!Median earnings (dollars)!!Female,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_104M,S2601A_C02_104EA",NA
S1501_C03_018E,Males!!Estimate!!Population 25 to 34 years!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C03_018M,S1501_C03_018EA",NA
S2601A_C02_106E,Total group quarters population!!Estimate!!POVERTY RATES FOR PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED!!All people,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_106M,S2601A_C02_106EA",NA
S0501_C04_133E,Foreign born; Naturalized citizen!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_133M,S0501_C04_133EA",NA
S2411_C02_015E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Healthcare practitioner and technical occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_015M,S2411_C02_015EA",NA
S2402_C04_026E,Female!!Estimate!!Sales and office occupations,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_026M,S2402_C04_026EA",NA
S0503_C03_085E,Foreign born; Born in Northern and Western Europe!!Estimate!!INDUSTRY!!Other services (except public administration),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_085M,S0503_C03_085EA",NA
S1501_C03_017E,Males!!Estimate!!Population 25 to 34 years!!High school graduate or higher,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C03_017M,S1501_C03_017EA",NA
S0503_C03_082E,"Foreign born; Born in Northern and Western Europe!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_082M,S0503_C03_082EA",NA
S2402_C04_027E,Female!!Estimate!!Sales and office occupations!!Sales and related occupations,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_027M,S2402_C04_027EA",NA
S2411_C02_016E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Healthcare practitioner and technical occupations!!Health diagnosing and treating practitioners and other technical occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_016M,S2411_C02_016EA",NA
S0501_C04_134E,Foreign born; Naturalized citizen!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_134M,S0501_C04_134EA",NA
S2601A_C02_102E,Total group quarters population!!Estimate!!Mean earnings (dollars)!!Female,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_102M,S2601A_C02_102EA",NA
S0503_C03_083E,"Foreign born; Born in Northern and Western Europe!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_083M,S0503_C03_083EA",NA
S0501_C04_135E,Foreign born; Naturalized citizen!!Estimate!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_135M,S0501_C04_135EA",NA
S2411_C02_017E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Healthcare practitioner and technical occupations!!Health technologists and technicians",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_017M,S2411_C02_017EA",NA
S2402_C04_028E,Female!!Estimate!!Sales and office occupations!!Office and administrative support occupations,"OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_028M,S2402_C04_028EA",NA
S1501_C03_016E,Males!!Estimate!!Population 25 to 34 years,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C03_016M,S1501_C03_016EA",NA
S2601A_C02_103E,Total group quarters population!!Estimate!!Median earnings (dollars)!!Male,CHARACTERISTICS OF THE GROUP QUARTERS POPULATION IN THE UNITED STATES,int,S2601A,0,"S2601A_C02_103M,S2601A_C02_103EA",NA
S0502_C04_032E,"Foreign born; Entered before 2000!!Estimate!!White alone, not Hispanic or Latino",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_032M,S0502_C04_032EA",NA
S2402_C04_029E,"Female!!Estimate!!Natural resources, construction, and maintenance occupations","OCCUPATION BY SEX FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",int,S2402,0,"S2402_C04_029M,S2402_C04_029EA",NA
S0501_C05_092E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_092M,S0501_C05_092EA",NA
S1702_C05_007E,"Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Black or African American alone",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_007M,S1702_C05_007EA",NA
S2411_C02_010E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_010M,S2411_C02_010EA",NA
S0102_C02_017E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Parent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_017M,S0102_C02_017EA",NA
S0502_C04_033E,Foreign born; Entered before 2000!!Estimate!!HOUSEHOLD TYPE!!In married-couple family,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_033M,S0502_C04_033EA",NA
S0102_C02_016E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Householder or spouse,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_016M,S0102_C02_016EA",NA
S0501_C05_093E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With Social Security income!!Mean Social Security income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_093M,S0501_C05_093EA",NA
S2411_C02_011E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social services occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_011M,S2411_C02_011EA",NA
S1702_C05_008E,"Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!American Indian and Alaska Native alone",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_008M,S1702_C05_008EA",NA
S0505_C06_060E,Foreign born; Born in Western Asia!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C06_060M,S0505_C06_060EA",NA
S0502_C04_030E,Foreign born; Entered before 2000!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_030M,S0502_C04_030EA",NA
S2303_C06_009E,Percent Female!!Estimate!!USUAL HOURS WORKED!!Usually worked 35 or more hours per week,WORK STATUS IN THE PAST 12 MONTHS,int,S2303,0,"S2303_C06_009M,S2303_C06_009EA",NA
S1702_C05_009E,"Female householder, no husband present!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Families with a householder who is!!Asian alone",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_009M,S1702_C05_009EA",NA
S2411_C02_012E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_012M,S2411_C02_012EA",NA
S0102_C02_019E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Nonrelatives,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_019M,S0102_C02_019EA",NA
S0501_C05_090E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_090M,S0501_C05_090EA",NA
S0502_C04_031E,Foreign born; Entered before 2000!!Estimate!!Hispanic or Latino origin (of any race),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_031M,S0502_C04_031EA",NA
S2411_C02_013E,"Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Education, training, and library occupations",OCCUPATION BY SEX AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2411,0,"S2411_C02_013M,S2411_C02_013EA",NA
S0501_C05_091E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_091M,S0501_C05_091EA",NA
S0102_C02_018E,60 years and over!!Estimate!!RELATIONSHIP!!Population in households!!Other relatives,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_018M,S0102_C02_018EA",NA
S2303_C06_007E,Percent Female!!Estimate!!WEEKS WORKED!!Worked 1 to 13 weeks,WORK STATUS IN THE PAST 12 MONTHS,int,S2303,0,"S2303_C06_007M,S2303_C06_007EA",NA
S2401_C04_033E,"Female!!Estimate!!Production, transportation, and material moving occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2401,0,"S2401_C04_033M,S2401_C04_033EA",NA
S1702_C05_003E,"Female householder, no husband present!!Total!!Estimate!!With related children of householder under 18 years!!With related children of householder under 5 years",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_003M,S1702_C05_003EA",NA
S0102_C02_013E,60 years and over!!Estimate!!Hispanic or Latino origin (of any race),POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_013M,S0102_C02_013EA",NA
S2403_C04_016E,"Female!!Estimate!!Professional, scientific, and management, and administrative and waste management services",INDUSTRY BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C04_016M,S2403_C04_016EA",NA
S0501_C05_096E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_096M,S0501_C05_096EA",NA
S0502_C04_036E,Foreign born; Entered before 2000!!Estimate!!Average family size,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_036M,S0502_C04_036EA",NA
S2303_C06_008E,Percent Female!!Estimate!!WEEKS WORKED!!Did not work,WORK STATUS IN THE PAST 12 MONTHS,int,S2303,0,"S2303_C06_008M,S2303_C06_008EA",NA
S2401_C04_032E,"Female!!Estimate!!Natural resources, construction, and maintenance occupations!!Installation, maintenance, and repair occupations",OCCUPATION BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2401,0,"S2401_C04_032M,S2401_C04_032EA",NA
S0102_C02_012E,60 years and over!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,POPULATION 60 YEARS AND OVER IN THE UNITED STATES,int,S0102,0,"S0102_C02_012M,S0102_C02_012EA",NA
S1702_C05_004E,"Female householder, no husband present!!Total!!Estimate!!With related children of householder under 18 years!!With related children of householder under 5 years and 5 to 17 years",POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C05_004M,S1702_C05_004EA",NA
S2403_C04_017E,"Female!!Estimate!!Professional, scientific, and management, and administrative and waste management services!!Professional, scientific, and technical services",INDUSTRY BY SEX FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2403,0,"S2403_C04_017M,S2403_C04_017EA",NA
S0502_C04_037E,Foreign born; Entered before 2000!!Estimate!!MARITAL STATUS!!Population 15 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C04_037M,S0502_C04_037EA",NA
S0501_C05_097E,Foreign born; Not a U.S. citizen!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With cash public assistance income!!Mean cash public assistance income (dollars),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C05_097M,S0501_C05_097EA",NA
S2303_C06_005E,Percent Female!!Estimate!!WEEKS WORKED!!Worked 27 to 39 weeks,WORK STATUS IN THE PAST 12 MONTHS,int,S2303,0,"S2303_C06_005M,S2303_C06_005EA",NA
