name,label,concept
S0802_C03_036E,"Car, truck, or van -- carpooled!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_037E,"Car, truck, or van -- carpooled!!Estimate!!Median earnings (dollars)",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_038E,"Car, truck, or van -- carpooled!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_039E,"Car, truck, or van -- carpooled!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_040E,"Car, truck, or van -- carpooled!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_041E,"Car, truck, or van -- carpooled!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_042E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_043E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_044E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over!!OCCUPATION!!Service occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_045E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_046E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_047E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_048E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over!!OCCUPATION!!Military specific occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_049E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_050E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Construction",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_051E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Manufacturing",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_052E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Wholesale trade",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_053E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Retail trade",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_054E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_055E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_056E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_057E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_058E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_059E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Other services (except public administration)",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_060E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Public administration",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_061E,"Car, truck, or van -- carpooled!!Estimate!!INDUSTRY!!Armed forces",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_062E,"Car, truck, or van -- carpooled!!Estimate!!CLASS OF WORKER!!Private wage and salary workers",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_063E,"Car, truck, or van -- carpooled!!Estimate!!CLASS OF WORKER!!Government workers",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_064E,"Car, truck, or van -- carpooled!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_065E,"Car, truck, or van -- carpooled!!Estimate!!CLASS OF WORKER!!Unpaid family workers",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_066E,"Car, truck, or van -- carpooled!!Estimate!!PLACE OF WORK!!Worked in state of residence",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_067E,"Car, truck, or van -- carpooled!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_068E,"Car, truck, or van -- carpooled!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_069E,"Car, truck, or van -- carpooled!!Estimate!!PLACE OF WORK!!Worked outside state of residence",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_070E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_071E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!12:00 a.m. to 4:59 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_072E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!5:00 a.m. to 5:29 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_073E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!5:30 a.m. to 5:59 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_074E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!6:00 a.m. to 6:29 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_075E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!6:30 a.m. to 6:59 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_076E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!7:00 a.m. to 7:29 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_077E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!7:30 a.m. to 7:59 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_078E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!8:00 a.m. to 8:29 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_079E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!8:30 a.m. to 8:59 a.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_080E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over who did not work at home!!TIME LEAVING HOME TO GO TO WORK!!9:00 a.m. to 11:59 p.m.",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_081E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!Less than 10 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_082E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!10 to 14 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_083E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!15 to 19 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_084E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!20 to 24 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_085E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!25 to 29 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_086E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!30 to 34 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_087E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!35 to 44 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_088E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!45 to 59 minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_089E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!60 or more minutes",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_090E,"Car, truck, or van -- carpooled!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_091E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over in households",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_092E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_093E,"Car, truck, or van -- carpooled!!Estimate!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_094E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!No vehicle available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_095E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_096E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_097E,"Car, truck, or van -- carpooled!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_098E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT ALLOCATED!!Means of transportation to work",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_099E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT ALLOCATED!!Time leaving home to go to work",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_100E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT ALLOCATED!!Travel time to work",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C03_101E,"Car, truck, or van -- carpooled!!Estimate!!PERCENT ALLOCATED!!Vehicles available",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_001E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_002E,Public transportation (excluding taxicab)!!Estimate!!AGE!!16 to 19 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_003E,Public transportation (excluding taxicab)!!Estimate!!AGE!!20 to 24 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_004E,Public transportation (excluding taxicab)!!Estimate!!AGE!!25 to 44 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_005E,Public transportation (excluding taxicab)!!Estimate!!AGE!!45 to 54 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_006E,Public transportation (excluding taxicab)!!Estimate!!AGE!!55 to 59 years,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_007E,Public transportation (excluding taxicab)!!Estimate!!AGE!!60 years and over,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_008E,Public transportation (excluding taxicab)!!Estimate!!Median age (years),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_009E,Public transportation (excluding taxicab)!!Estimate!!SEX!!Male,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_010E,Public transportation (excluding taxicab)!!Estimate!!SEX!!Female,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_011E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_012E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_013E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_014E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_015E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_016E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_017E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_018E,Public transportation (excluding taxicab)!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_019E,Public transportation (excluding taxicab)!!Estimate!!Hispanic or Latino origin (of any race),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_020E,"Public transportation (excluding taxicab)!!Estimate!!White alone, not Hispanic or Latino",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_021E,Public transportation (excluding taxicab)!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_022E,Public transportation (excluding taxicab)!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_023E,Public transportation (excluding taxicab)!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_024E,Public transportation (excluding taxicab)!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_025E,Public transportation (excluding taxicab)!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_026E,"Public transportation (excluding taxicab)!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English ""very well""",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_027E,"Public transportation (excluding taxicab)!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than ""very well""",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_028E,Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_029E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_030E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_031E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_032E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_033E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_034E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_035E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_036E,"Public transportation (excluding taxicab)!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_037E,Public transportation (excluding taxicab)!!Estimate!!Median earnings (dollars),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_038E,Public transportation (excluding taxicab)!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_039E,Public transportation (excluding taxicab)!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_040E,Public transportation (excluding taxicab)!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_041E,Public transportation (excluding taxicab)!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_042E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_043E,"Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_044E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over!!OCCUPATION!!Service occupations,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_045E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_046E,"Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_047E,"Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_048E,Public transportation (excluding taxicab)!!Estimate!!Workers 16 years and over!!OCCUPATION!!Military specific occupations,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_049E,"Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_050E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Construction,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_051E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Manufacturing,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_052E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Wholesale trade,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_053E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Retail trade,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_054E,"Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_055E,"Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_056E,"Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_057E,"Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_058E,"Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_059E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Other services (except public administration),MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_060E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Public administration,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_061E,Public transportation (excluding taxicab)!!Estimate!!INDUSTRY!!Armed forces,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_062E,Public transportation (excluding taxicab)!!Estimate!!CLASS OF WORKER!!Private wage and salary workers,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_063E,Public transportation (excluding taxicab)!!Estimate!!CLASS OF WORKER!!Government workers,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_064E,Public transportation (excluding taxicab)!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_065E,Public transportation (excluding taxicab)!!Estimate!!CLASS OF WORKER!!Unpaid family workers,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_066E,Public transportation (excluding taxicab)!!Estimate!!PLACE OF WORK!!Worked in state of residence,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_067E,Public transportation (excluding taxicab)!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
S0802_C04_068E,Public transportation (excluding taxicab)!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence,MEANS OF TRANSPORTATION TO WORK BY SELECTED CHARACTERISTICS
