geo_description,label,year,description,estimate,moe,se,cv,file
"Forsyth County, NC",HD01_VD01,2007,Estimate; Total:,87533,3349.28,1708.82,1.95,African American
"Forsyth County, NC",HD01_VD09,2007,Estimate; Income in the past 12 months below poverty level: - Other family:,6358,1609.7,821.28,12.92,total
"Forsyth County, NC",HD01_VD10,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",648,625.53,319.15,49.25,total
"Forsyth County, NC",HD01_VD11,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",575,608.85,310.64,54.02,total
"Forsyth County, NC",HD01_VD12,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",196,338.38,172.64,88.08,total
"Forsyth County, NC",HD01_VD13,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,341.96,174.47,Inf,total
"Forsyth County, NC",HD01_VD14,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",379,515.91,263.22,69.45,total
"Forsyth County, NC",HD01_VD15,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",73,146.55,74.77,102.42,total
"Forsyth County, NC",HD01_VD16,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",5710,1423.83,726.44,12.72,total
"Forsyth County, NC",HD01_VD17,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",5247,1456,742.86,14.16,total
"Forsyth County, NC",HD01_VD18,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",813,593.36,302.73,37.24,total
"Forsyth County, NC",HD01_VD19,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1510,794.72,405.47,26.85,total
"Forsyth County, NC",HD01_VD20,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2924,1064,542.86,18.57,total
"Forsyth County, NC",HD01_VD21,2007,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",463,469.45,239.52,51.73,total
"Forsyth County, NC",HD01_VD22,2007,Estimate; Income in the past 12 months at or above poverty level:,78022,3556.6,1814.59,2.33,total
"Forsyth County, NC",HD01_VD23,2007,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,60271,3052.6,1557.45,2.58,total
"Forsyth County, NC",HD01_VD24,2007,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,25271,2554.55,1303.34,5.16,total
"Forsyth County, NC",HD01_VD25,2007,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,5393,1208.17,616.41,11.43,total
"Forsyth County, NC",HD01_VD26,2007,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,5603,1488.17,759.27,13.55,total
"Forsyth County, NC",HD01_VD27,2007,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,14275,1942.13,990.88,6.94,total
"Forsyth County, NC",HD01_VD28,2007,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,35000,2118.47,1080.85,3.09,total
"Forsyth County, NC",HD01_VD29,2007,Estimate; Income in the past 12 months at or above poverty level: - Other family:,17751,2742.81,1399.39,7.88,total
"Forsyth County, NC",HD01_VD30,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",4149,1734.81,885.11,21.33,total
"Forsyth County, NC",HD01_VD31,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2213,1211.74,618.23,27.94,total
"Forsyth County, NC",HD01_VD32,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",852,912.68,465.65,54.65,total
"Forsyth County, NC",HD01_VD33,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",189,189.45,96.66,51.14,total
"Forsyth County, NC",HD01_VD34,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1172,652.94,333.13,28.42,total
"Forsyth County, NC",HD01_VD35,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1936,1027.06,524.01,27.07,total
"Forsyth County, NC",HD01_VD36,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",13602,1846.81,942.25,6.93,total
"Forsyth County, NC",HD01_VD37,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",7493,1466.72,748.33,9.99,total
"Forsyth County, NC",HD01_VD38,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1029,630.3,321.58,31.25,total
"Forsyth County, NC",HD01_VD39,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1424,856.68,437.08,30.69,total
"Forsyth County, NC",HD01_VD40,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",5040,1152.17,587.84,11.66,total
"Forsyth County, NC",HD01_VD41,2007,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",6109,1435.74,732.52,11.99,total
"Forsyth County, NC",HD01_VD01,2008,Estimate; Total:,86747,3792.51,1934.95,2.23,total
"Forsyth County, NC",HD01_VD02,2008,Estimate; Income in the past 12 months below poverty level:,10353,2300.77,1173.86,11.34,total
"Forsyth County, NC",HD01_VD03,2008,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,2379,1037.79,529.48,22.26,total
"Forsyth County, NC",HD01_VD04,2008,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,1658,992.51,506.38,30.54,total
"Forsyth County, NC",HD01_VD05,2008,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,129,309.79,158.06,122.53,total
"Forsyth County, NC",HD01_VD06,2008,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,993,838.81,427.96,43.1,total
"Forsyth County, NC",HD01_VD07,2008,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,536,495.66,252.89,47.18,total
"Forsyth County, NC",HD01_VD08,2008,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,721,355.06,181.15,25.12,total
"Forsyth County, NC",HD01_VD09,2008,Estimate; Income in the past 12 months below poverty level: - Other family:,7974,1955.23,997.57,12.51,total
"Forsyth County, NC",HD01_VD10,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",872,708.94,361.7,41.48,total
"Forsyth County, NC",HD01_VD11,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",346,501.62,255.93,73.97,total
"Forsyth County, NC",HD01_VD12,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",43,81.02,41.34,96.14,total
"Forsyth County, NC",HD01_VD13,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,344.34,175.68,Inf,total
"Forsyth County, NC",HD01_VD14,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",303,495.66,252.89,83.46,total
"Forsyth County, NC",HD01_VD15,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",526,484.94,247.42,47.04,total
"Forsyth County, NC",HD01_VD16,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",7102,1776.51,906.38,12.76,total
"Forsyth County, NC",HD01_VD17,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",6100,1703.83,869.3,14.25,total
"Forsyth County, NC",HD01_VD18,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1607,926.98,472.95,29.43,total
"Forsyth County, NC",HD01_VD19,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1674,924.6,471.73,28.18,total
"Forsyth County, NC",HD01_VD20,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2819,1296.34,661.4,23.46,total
"Forsyth County, NC",HD01_VD21,2008,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",1002,608.85,310.64,31,total
"Forsyth County, NC",HD01_VD22,2008,Estimate; Income in the past 12 months at or above poverty level:,76394,3985.53,2033.43,2.66,total
"Forsyth County, NC",HD01_VD23,2008,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,61587,3389.79,1729.48,2.81,total
"Forsyth County, NC",HD01_VD24,2008,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,26083,2431.83,1240.73,4.76,total
"Forsyth County, NC",HD01_VD25,2008,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,4780,1158.13,590.88,12.36,total
"Forsyth County, NC",HD01_VD26,2008,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,3939,1121.19,572.04,14.52,total
"Forsyth County, NC",HD01_VD27,2008,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,17364,2072,1057.14,6.09,total
"Forsyth County, NC",HD01_VD28,2008,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,35504,2605.79,1329.48,3.74,total
"Forsyth County, NC",HD01_VD29,2008,Estimate; Income in the past 12 months at or above poverty level: - Other family:,14807,2237.62,1141.64,7.71,total
"Forsyth County, NC",HD01_VD30,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",4117,1485.79,758.06,18.41,total
"Forsyth County, NC",HD01_VD31,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2318,1153.36,588.45,25.39,total
"Forsyth County, NC",HD01_VD32,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",944,708.94,361.7,38.32,total
"Forsyth County, NC",HD01_VD33,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",302,383.66,195.74,64.81,total
"Forsyth County, NC",HD01_VD34,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1072,813.79,415.2,38.73,total
"Forsyth County, NC",HD01_VD35,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1799,891.23,454.71,25.28,total
"Forsyth County, NC",HD01_VD36,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",10690,1783.66,910.03,8.51,total
"Forsyth County, NC",HD01_VD37,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",6074,1392.85,710.64,11.7,total
"Forsyth County, NC",HD01_VD38,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1524,829.28,423.1,27.76,total
"Forsyth County, NC",HD01_VD39,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1132,706.55,360.48,31.84,total
"Forsyth County, NC",HD01_VD40,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",3418,1023.49,522.19,15.28,total
"Forsyth County, NC",HD01_VD41,2008,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",4616,1176,600,13,total
"Forsyth County, NC",HD01_VD01,2009,Estimate; Total:,92039,3967.66,2024.32,2.2,total
"Forsyth County, NC",HD01_VD02,2009,Estimate; Income in the past 12 months below poverty level:,11419,2392.51,1220.67,10.69,total
"Forsyth County, NC",HD01_VD03,2009,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,3017,1336.85,682.07,22.61,total
"Forsyth County, NC",HD01_VD04,2009,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,2039,1069.96,545.9,26.77,total
"Forsyth County, NC",HD01_VD05,2009,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,707,532.6,271.73,38.43,total
"Forsyth County, NC",HD01_VD06,2009,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,737,654.13,333.74,45.28,total
"Forsyth County, NC",HD01_VD07,2009,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,595,590.98,301.52,50.68,total
"Forsyth County, NC",HD01_VD08,2009,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,978,589.79,300.91,30.77,total
"Forsyth County, NC",HD01_VD09,2009,Estimate; Income in the past 12 months below poverty level: - Other family:,8402,2173.28,1108.82,13.2,total
"Forsyth County, NC",HD01_VD10,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",1208,764.94,390.28,32.31,total
"Forsyth County, NC",HD01_VD11,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1009,707.74,361.09,35.79,total
"Forsyth County, NC",HD01_VD12,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",201,302.64,154.41,76.82,total
"Forsyth County, NC",HD01_VD13,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",515,526.64,268.69,52.17,total
"Forsyth County, NC",HD01_VD14,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",293,402.72,205.47,70.13,total
"Forsyth County, NC",HD01_VD15,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",199,225.19,114.89,57.73,total
"Forsyth County, NC",HD01_VD16,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",7194,1931.4,985.41,13.7,total
"Forsyth County, NC",HD01_VD17,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",6857,1881.36,959.88,14,total
"Forsyth County, NC",HD01_VD18,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1801,1034.21,527.66,29.3,total
"Forsyth County, NC",HD01_VD19,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",2346,1105.7,564.13,24.05,total
"Forsyth County, NC",HD01_VD20,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2710,1027.06,524.01,19.34,total
"Forsyth County, NC",HD01_VD21,2009,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",337,218.04,111.24,33.01,total
"Forsyth County, NC",HD01_VD22,2009,Estimate; Income in the past 12 months at or above poverty level:,80620,4076.09,2079.64,2.58,total
"Forsyth County, NC",HD01_VD23,2009,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,63170,3731.74,1903.95,3.01,total
"Forsyth County, NC",HD01_VD24,2009,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,27466,2721.36,1388.45,5.06,total
"Forsyth County, NC",HD01_VD25,2009,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,5836,1604.94,818.85,14.03,total
"Forsyth County, NC",HD01_VD26,2009,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,4941,1296.34,661.4,13.39,total
"Forsyth County, NC",HD01_VD27,2009,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,16689,2128,1085.71,6.51,total
"Forsyth County, NC",HD01_VD28,2009,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,35704,2579.57,1316.11,3.69,total
"Forsyth County, NC",HD01_VD29,2009,Estimate; Income in the past 12 months at or above poverty level: - Other family:,17450,2680.85,1367.78,7.84,total
"Forsyth County, NC",HD01_VD30,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",4664,1308.26,667.48,14.31,total
"Forsyth County, NC",HD01_VD31,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2866,1012.77,516.72,18.03,total
"Forsyth County, NC",HD01_VD32,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",493,431.32,220.06,44.64,total
"Forsyth County, NC",HD01_VD33,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",773,710.13,362.31,46.87,total
"Forsyth County, NC",HD01_VD34,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1600,719.66,367.17,22.95,total
"Forsyth County, NC",HD01_VD35,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1798,834.04,425.53,23.67,total
"Forsyth County, NC",HD01_VD36,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",12786,2085.11,1063.83,8.32,total
"Forsyth County, NC",HD01_VD37,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",8422,1632.34,832.83,9.89,total
"Forsyth County, NC",HD01_VD38,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1264,686.3,350.15,27.7,total
"Forsyth County, NC",HD01_VD39,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",979,674.38,344.07,35.15,total
"Forsyth County, NC",HD01_VD40,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",6179,1454.81,742.25,12.01,total
"Forsyth County, NC",HD01_VD41,2009,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",4364,1203.4,613.98,14.07,total
"Forsyth County, NC",HD01_VD01,2010,Estimate; Total:,87693,3592.34,1832.83,2.09,total
"Forsyth County, NC",HD01_VD02,2010,Estimate; Income in the past 12 months below poverty level:,10991,2069.62,1055.93,9.61,total
"Forsyth County, NC",HD01_VD03,2010,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,3199,1265.36,645.59,20.18,total
"Forsyth County, NC",HD01_VD04,2010,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,2102,1105.7,564.13,26.84,total
"Forsyth County, NC",HD01_VD05,2010,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,448,482.55,246.2,54.96,total
"Forsyth County, NC",HD01_VD06,2010,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,646,565.96,288.76,44.7,total
"Forsyth County, NC",HD01_VD07,2010,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,1008,692.26,353.19,35.04,total
"Forsyth County, NC",HD01_VD08,2010,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,1097,751.83,383.59,34.97,total
"Forsyth County, NC",HD01_VD09,2010,Estimate; Income in the past 12 months below poverty level: - Other family:,7792,1818.21,927.66,11.91,total
"Forsyth County, NC",HD01_VD10,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",1778,971.06,495.44,27.87,total
"Forsyth County, NC",HD01_VD11,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1458,912.68,465.65,31.94,total
"Forsyth County, NC",HD01_VD12,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",188,336,171.43,91.19,total
"Forsyth County, NC",HD01_VD13,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",425,473.02,241.34,56.79,total
"Forsyth County, NC",HD01_VD14,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",845,623.15,317.93,37.62,total
"Forsyth County, NC",HD01_VD15,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",320,369.36,188.45,58.89,total
"Forsyth County, NC",HD01_VD16,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",6014,1556.09,793.92,13.2,total
"Forsyth County, NC",HD01_VD17,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",5371,1440.51,734.95,13.68,total
"Forsyth County, NC",HD01_VD18,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1230,861.45,439.52,35.73,total
"Forsyth County, NC",HD01_VD19,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1821,893.62,455.93,25.04,total
"Forsyth County, NC",HD01_VD20,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2320,856.68,437.08,18.84,total
"Forsyth County, NC",HD01_VD21,2010,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",643,536.17,273.56,42.54,total
"Forsyth County, NC",HD01_VD22,2010,Estimate; Income in the past 12 months at or above poverty level:,76702,3302.81,1685.11,2.2,total
"Forsyth County, NC",HD01_VD23,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,58316,3821.11,1949.55,3.34,total
"Forsyth County, NC",HD01_VD24,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,24186,2677.28,1365.96,5.65,total
"Forsyth County, NC",HD01_VD25,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,4206,1242.72,634.04,15.07,total
"Forsyth County, NC",HD01_VD26,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,5124,1483.4,756.84,14.77,total
"Forsyth County, NC",HD01_VD27,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,14856,2352,1200,8.08,total
"Forsyth County, NC",HD01_VD28,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,34130,2703.49,1379.33,4.04,total
"Forsyth County, NC",HD01_VD29,2010,Estimate; Income in the past 12 months at or above poverty level: - Other family:,18386,2620.09,1336.78,7.27,total
"Forsyth County, NC",HD01_VD30,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",5437,1772.94,904.56,16.64,total
"Forsyth County, NC",HD01_VD31,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2849,1226.04,625.53,21.96,total
"Forsyth County, NC",HD01_VD32,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",644,645.79,329.48,51.16,total
"Forsyth County, NC",HD01_VD33,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",478,437.28,223.1,46.67,total
"Forsyth County, NC",HD01_VD34,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1727,966.3,493.01,28.55,total
"Forsyth County, NC",HD01_VD35,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",2588,1176,600,23.18,total
"Forsyth County, NC",HD01_VD36,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",12949,1937.36,988.45,7.63,total
"Forsyth County, NC",HD01_VD37,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",8401,1752.68,894.22,10.64,total
"Forsyth County, NC",HD01_VD38,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1145,652.94,333.13,29.09,total
"Forsyth County, NC",HD01_VD39,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",841,539.74,275.38,32.74,total
"Forsyth County, NC",HD01_VD40,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",6415,1646.64,840.12,13.1,total
"Forsyth County, NC",HD01_VD41,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",4548,1314.21,670.52,14.74,total
"Forsyth County, NC",HD01_VD01,2011,Estimate; Total:,87168,4230.98,2158.66,2.48,total
"Forsyth County, NC",HD01_VD02,2011,Estimate; Income in the past 12 months below poverty level:,10680,2005.28,1023.1,9.58,total
"Forsyth County, NC",HD01_VD03,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,2854,963.91,491.79,17.23,total
"Forsyth County, NC",HD01_VD04,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,2040,863.83,440.73,21.6,total
"Forsyth County, NC",HD01_VD05,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,310,321.7,164.13,52.95,total
"Forsyth County, NC",HD01_VD06,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,1080,661.28,337.39,31.24,total
