notes,county,gender,ethnicity,race,age,population,year
Total,"Forsyth County, NC",Female,Hispanic or Latino,NA,NA,23208,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,7,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,24,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,40,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,42,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,60,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,44,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,48,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,42,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,44,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,47,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,42,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,56,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,34,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,26,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,44,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,17,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,2,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,7,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,3,2016
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,NA,629,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,49,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,221,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,356,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,397,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,439,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,383,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,383,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,485,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,470,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,413,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,342,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,286,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,264,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,233,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,144,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,97,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,66,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,32,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,41,2016
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,NA,5101,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,< 1 year,633,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,1-4 years,2686,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,5-9 years,3393,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,10-14 years,3316,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,15-19 years,4221,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,20-24 years,4330,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,25-29 years,4166,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,30-34 years,3255,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,35-39 years,3305,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,40-44 years,3421,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,45-49 years,3737,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,50-54 years,3669,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,55-59 years,3617,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,60-64 years,3119,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,65-69 years,2627,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,70-74 years,1549,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,75-79 years,1062,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,80-84 years,770,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,85+ years,753,2016
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,NA,53629,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,< 1 year,960,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,1-4 years,3902,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,5-9 years,5140,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,10-14 years,5542,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,15-19 years,6417,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,20-24 years,6307,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,25-29 years,7004,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,30-34 years,6635,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,35-39 years,6175,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,40-44 years,6348,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,45-49 years,7668,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,50-54 years,8538,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,55-59 years,8976,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,60-64 years,8428,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,65-69 years,7618,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,70-74 years,5535,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,75-79 years,4097,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,80-84 years,3303,2016
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,85+ years,3848,2016
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,White,NA,112441,2016
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,NA,NA,171800,2016
Total,"Forsyth County, NC",Female,NA,NA,NA,195008,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,< 1 year,21,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,1-4 years,119,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,5-9 years,154,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,10-14 years,130,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,15-19 years,97,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,20-24 years,78,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,25-29 years,61,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,30-34 years,89,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,35-39 years,87,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,40-44 years,104,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,45-49 years,96,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,50-54 years,57,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,55-59 years,26,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,60-64 years,17,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,65-69 years,16,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,70-74 years,6,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,75-79 years,3,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,80-84 years,1,2016
Total,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,NA,1162,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,< 1 year,11,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,1-4 years,80,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,5-9 years,64,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,10-14 years,34,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,15-19 years,21,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,20-24 years,12,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,25-29 years,11,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,30-34 years,24,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,35-39 years,17,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,40-44 years,29,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,45-49 years,14,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,50-54 years,13,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,55-59 years,10,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,60-64 years,8,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,65-69 years,5,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,70-74 years,3,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,75-79 years,1,2016
Total,"Forsyth County, NC",Male,Hispanic or Latino,Asian or Pacific Islander,NA,357,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,< 1 year,89,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,1-4 years,482,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,5-9 years,460,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,10-14 years,475,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,15-19 years,336,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,20-24 years,201,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,25-29 years,171,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,30-34 years,210,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,35-39 years,256,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,40-44 years,196,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,45-49 years,171,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,50-54 years,102,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,55-59 years,78,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,60-64 years,31,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,65-69 years,28,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,70-74 years,13,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,75-79 years,9,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,80-84 years,4,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,85+ years,4,2016
Total,"Forsyth County, NC",Male,Hispanic or Latino,Black or African American,NA,3316,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,< 1 year,413,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,1-4 years,1636,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,5-9 years,2432,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,10-14 years,2264,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,15-19 years,1888,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,20-24 years,1457,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,25-29 years,1244,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,30-34 years,1439,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,35-39 years,1596,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,40-44 years,1484,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,45-49 years,1214,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,50-54 years,809,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,55-59 years,581,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,60-64 years,359,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,65-69 years,244,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,70-74 years,131,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,75-79 years,74,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,80-84 years,30,2016
NA,"Forsyth County, NC",Male,Hispanic or Latino,White,85+ years,36,2016
Total,"Forsyth County, NC",Male,Hispanic or Latino,White,NA,19331,2016
Total,"Forsyth County, NC",Male,Hispanic or Latino,NA,NA,24166,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,7,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,19,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,37,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,29,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,34,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,39,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,50,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,36,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,39,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,43,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,34,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,36,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,32,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,28,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,35,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,24,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,5,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,4,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,5,2016
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,American Indian or Alaska Native,NA,536,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,67,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,260,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,354,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,337,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,309,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,407,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,318,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,418,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,354,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,381,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,317,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,260,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,197,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,153,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,121,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,83,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,49,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,30,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,17,2016
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,Asian or Pacific Islander,NA,4432,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,< 1 year,645,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,1-4 years,2620,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,5-9 years,3576,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,10-14 years,3464,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,15-19 years,3802,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,20-24 years,3855,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,25-29 years,3397,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,30-34 years,2580,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,35-39 years,2440,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,40-44 years,2575,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,45-49 years,2986,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,50-54 years,2954,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,55-59 years,2913,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,60-64 years,2349,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,65-69 years,1952,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,70-74 years,1125,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,75-79 years,709,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,80-84 years,427,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,85+ years,293,2016
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,NA,44662,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,< 1 year,1041,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,1-4 years,4173,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,5-9 years,5443,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,10-14 years,5712,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,15-19 years,6495,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,20-24 years,6035,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,25-29 years,6496,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,30-34 years,6336,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,35-39 years,5977,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,40-44 years,5955,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,45-49 years,7316,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,50-54 years,7935,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,55-59 years,8191,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,60-64 years,7227,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,65-69 years,6569,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,70-74 years,4592,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,75-79 years,3083,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,80-84 years,2215,2016
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,85+ years,2019,2016
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,White,NA,102810,2016
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,NA,NA,152440,2016
Total,"Forsyth County, NC",Male,NA,NA,NA,176606,2016
Total,"Forsyth County, NC",NA,NA,NA,NA,371614,2016
Total,NA,NA,NA,NA,NA,371614,2016
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,< 1 year,23,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,1-4 years,120,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,5-9 years,141,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,10-14 years,148,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,15-19 years,114,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,20-24 years,72,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,25-29 years,77,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,30-34 years,58,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,35-39 years,96,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,40-44 years,62,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,45-49 years,62,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,50-54 years,39,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,55-59 years,39,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,60-64 years,22,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,65-69 years,11,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,70-74 years,12,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,75-79 years,4,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,80-84 years,2,2017
Total,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,NA,1102,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,< 1 year,6,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,1-4 years,73,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,5-9 years,75,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,10-14 years,41,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,15-19 years,32,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,20-24 years,11,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,25-29 years,20,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,30-34 years,22,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,35-39 years,21,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,40-44 years,21,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,45-49 years,21,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,50-54 years,14,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,55-59 years,11,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,60-64 years,7,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,65-69 years,8,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,70-74 years,2,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,75-79 years,1,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,80-84 years,2,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,85+ years,1,2017
Total,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,NA,389,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,< 1 year,78,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,1-4 years,400,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,5-9 years,475,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,10-14 years,475,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,15-19 years,343,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,20-24 years,226,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,25-29 years,212,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,30-34 years,272,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,35-39 years,277,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,40-44 years,214,2017
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,45-49 years,172,2017
